age,monthly_income,employment_type,credit_score,existing_credit_cards,avg_monthly_spend,repayment_ratio,missed_payments_last_6m,loan_accounts,location_tier,spend_to_income_ratio,missed_payment_flag,credit_category,income_category,age_bucket,recommended_credit_limit
36,71790,Self-Employed,578,0,25685,0.64,3,1,Tier 2,0.357779635,1,Poor,Medium,Adult,72132
48,33613,Salaried,812,3,17953,0.96,1,3,Tier 3,0.534108827,0,Excellent,Low,Adult,78307
37,103563,Self-Employed,699,3,64727.125,0.67,1,1,Tier 3,0.625002414,1,Good,High,Adult,122055
42,56651,Salaried,597,3,38434,0.64,0,1,Tier 1,0.678434626,1,Fair,Medium,Adult,69642
37,59298,Salaried,807,0,13710,0.96,0,2,Tier 1,0.2312051,0,Excellent,Medium,Adult,145605
45,53737,Salaried,602,3,33192,0.82,3,1,Tier 2,0.617674973,1,Fair,Medium,Adult,61381
33,44381,Salaried,688,2,11071,0.66,1,1,Tier 2,0.249453595,1,Good,Medium,Adult,51965
29,18797,Salaried,889,2,9954,0.99,0,2,Tier 1,0.529552588,0,Excellent,Low,Young,46681
28,60290,Self-Employed,728,0,17587,0.7,1,4,Tier 1,0.291706751,1,Good,Medium,Young,72450
31,51382,Salaried,504.5,2,33429,0.61,1,1,Tier 2,0.650597486,1,Poor,Medium,Adult,58213
30,82633,Self-Employed,827,3,26022,0.67,1,3,Tier 3,0.314910508,1,Excellent,High,Adult,162020
33,73500,Salaried,713,1,23783,0.8,1,4,Tier 3,0.323578231,1,Good,Medium,Adult,93490
32,37765,Salaried,738,2,16883,0.91,1,2,Tier 3,0.447054151,0,Good,Low,Adult,51255
24,81659,Self-Employed,698,2,18576,0.79,1,0,Tier 1,0.22748258,1,Good,High,Young,103807
23,92516,Self-Employed,599,3,50277,0.9,0,4,Tier 2,0.543441135,0,Fair,High,Young,131682
31,48376,Salaried,786,2,11554,0.93,0,3,Tier 2,0.23883744,0,Excellent,Medium,Adult,116675
38,87924,Self-Employed,867,0,26548,0.94,0,0,Tier 2,0.301942587,0,Excellent,High,Adult,212732
26,72693,Salaried,666,1,45630,0.54,3,2,Tier 3,0.627708308,1,Fair,Medium,Young,67564
21,86828,Self-Employed,811,1,17523,0.9,0,0,Tier 3,0.201812779,0,Excellent,High,Young,205885
54,75997,Salaried,662,0,40194,0.83,1,1,Tier 2,0.528889298,1,Fair,Medium,Senior,98446
43,51545,Salaried,525,2,15214,0.6,0,1,Tier 3,0.295159569,1,Poor,Medium,Adult,61962
36,46368,Self-Employed,738,2,27379,0.82,1,2,Tier 3,0.590471877,1,Good,Medium,Adult,59869
31,65227,Salaried,750,2,14149,0.97,2,1,Tier 3,0.216919374,0,Excellent,Medium,Adult,86524
21,72718,Self-Employed,780,2,43498,0.96,0,3,Tier 2,0.598173767,0,Excellent,Medium,Young,178306
33,74360,Salaried,802,2,19417,0.79,2,2,Tier 3,0.261121571,1,Excellent,Medium,Adult,147520
26,43987,Salaried,568,3,28016,0.7,1,1,Tier 3,0.636915452,1,Poor,Medium,Young,52770
26,80082,Self-Employed,668,0,45181,0.77,1,2,Tier 1,0.564184211,1,Fair,High,Young,100365
22,15000,Self-Employed,819,2,6218,0.89,2,0,Tier 3,0.414533333,1,Excellent,Low,Young,31602
36,68628,Salaried,615,3,36221,0.6,2,4,Tier 2,0.527787492,1,Fair,Medium,Adult,71904
43,41299,Salaried,601,2,27265,0.66,1,1,Tier 2,0.660185477,1,Fair,Medium,Adult,48196
37,69355,Salaried,874,2,17786,1,0,1,Tier 3,0.256448706,0,Excellent,Medium,Adult,173387
26,99158,Self-Employed,731,1,35998,0.81,1,1,Tier 1,0.36303677,1,Good,High,Young,127092
43,55473,Salaried,807,3,35328,0.96,0,0,Tier 2,0.63685036,0,Excellent,Medium,Adult,135990
47,75095,Salaried,820,3,46856,0.88,0,2,Tier 2,0.623956322,1,Excellent,Medium,Adult,176391
25,15000,Salaried,708,0,4390,0.65,1,1,Tier 1,0.292666667,1,Good,Low,Young,17442
31,81698,Self-Employed,725,0,31106,0.68,0,1,Tier 3,0.380743715,1,Good,High,Adult,102821
33,130640.625,Self-Employed,828,3,50649,0.93,2,3,Tier 2,0.387697165,0,Excellent,High,Adult,335123
44,66449,Self-Employed,798,1,23763,0.89,1,2,Tier 3,0.357612605,1,Excellent,Medium,Adult,148764
35,65312,Self-Employed,808,0,24935,0.9,0,2,Tier 1,0.381782827,0,Excellent,Medium,Adult,154975
34,69993,Salaried,790,3,31476,0.78,1,3,Tier 3,0.449702113,1,Excellent,Medium,Adult,146871
29,36426,Self-Employed,630,0,11439,0.6,2,0,Tier 2,0.314033932,1,Fair,Low,Young,38119
39,49322,Self-Employed,665,2,33224,0.69,0,1,Tier 3,0.673614209,1,Fair,Medium,Adult,62408
33,46700,Self-Employed,667,2,12514,0.63,1,3,Tier 1,0.267965739,1,Fair,Medium,Adult,53751
42,44358,Salaried,669,3,30891,0.86,0,0,Tier 2,0.696402002,1,Fair,Medium,Adult,61863
34,72432,Salaried,780,0,26011,1,1,0,Tier 1,0.359109233,0,Excellent,Medium,Adult,172026
39,48998,Salaried,837,3,11921,1,0,6,Tier 3,0.243295645,0,Excellent,Medium,Adult,122495
28,40627,Self-Employed,772,2,26939,0.79,0,3,Tier 1,0.663081202,1,Excellent,Medium,Young,90792
24,67313,Salaried,806,1,21904,0.97,1,6,Tier 2,0.325405197,0,Excellent,Medium,Young,157028
40,72869,Self-Employed,683,2,28746,0.73,1,2,Tier 1,0.39448874,1,Good,Medium,Adult,88847
21,56614,Salaried,623,0,18520,0.68,1,0,Tier 2,0.327127566,1,Fair,Medium,Young,67256
29,85631,Self-Employed,733,3,26197,0.82,0,0,Tier 1,0.305928928,1,Good,High,Young,116909
24,15000,Self-Employed,661,2,4027,0.9,2,1,Tier 1,0.268466667,0,Fair,Low,Young,19090
39,49076,Salaried,734,2,10442,0.89,0,0,Tier 3,0.212772027,1,Good,Medium,Adult,69667
31,77448,Self-Employed,723,2,19217,0.87,0,2,Tier 1,0.248127776,1,Good,Medium,Adult,108737
25,55963,Salaried,734,0,34498,0.73,1,1,Tier 3,0.616443007,1,Good,Medium,Young,68595
42,49211,Self-Employed,802,3,25668,0.87,0,1,Tier 3,0.521590701,1,Excellent,Medium,Adult,114844
35,37188,Salaried,591,0,10030,0.87,1,0,Tier 1,0.269710659,1,Fair,Low,Adult,49281
33,71866,Salaried,780,3,44552,0.9,0,2,Tier 1,0.619931539,0,Excellent,Medium,Adult,171079
36,28122,Salaried,690,2,6998,0.95,0,2,Tier 1,0.248844321,0,Good,Low,Adult,41052
26,41879,Salaried,762,3,26148,0.87,1,4,Tier 3,0.624370209,1,Excellent,Medium,Young,92685
49,44120,Salaried,660,2,25279,0.61,2,1,Tier 2,0.572960109,1,Fair,Medium,Adult,46722
41,71525,Self-Employed,736,2,20866,0.93,0,1,Tier 1,0.291730164,0,Good,Medium,Adult,103471
37,47034,Salaried,757,0,24736,0.83,0,2,Tier 2,0.525917421,1,Excellent,Medium,Adult,107575
45,40860,Salaried,738,3,16383,0.69,0,2,Tier 3,0.400954479,1,Good,Medium,Adult,51691
44,20326,Salaried,696,2,10706,0.89,0,3,Tier 2,0.526714553,1,Good,Low,Adult,28764
27,82435,Self-Employed,618,2,30178,0.6,1,0,Tier 1,0.366082368,1,Fair,High,Young,92668
33,57506,Salaried,650,1,28038,0.69,0,0,Tier 3,0.487566515,1,Fair,Medium,Adult,73026
52,15000,Salaried,715,0,8628,0.78,2,4,Tier 1,0.5752,1,Good,Low,Senior,17727
48,38169,Self-Employed,820,2,9619,1,1,2,Tier 1,0.252010794,0,Excellent,Low,Adult,90651
32,82561,Self-Employed,609,2,30882,0.8,1,2,Tier 2,0.374050702,1,Fair,High,Adult,105499
38,15000,Salaried,592,0,7139,0.7,0,1,Tier 1,0.475933333,1,Fair,Low,Adult,19141
38,26459,Salaried,844,3,14191,0.8,2,4,Tier 2,0.536339242,1,Excellent,Low,Adult,52832
24,98170,Self-Employed,729,2,34355,0.79,0,1,Tier 2,0.349954161,1,Good,High,Young,131628
48,61231,Salaried,704,3,16719,0.9,0,1,Tier 3,0.273047966,0,Good,Medium,Adult,87452
41,39889,Self-Employed,749,0,27328,0.74,2,0,Tier 1,0.685101156,1,Excellent,Low,Adult,46088
48,47670,Salaried,759,3,19548,0.89,1,3,Tier 1,0.410069226,1,Excellent,Medium,Adult,106786
24,108239,Self-Employed,649,0,22497,0.81,0,1,Tier 1,0.207845601,1,Fair,High,Young,147174
24,53607,Salaried,612,2,18293,0.57,0,1,Tier 2,0.341242748,1,Fair,Medium,Young,62992
21,47339,Salaried,635,1,21669,0.68,0,2,Tier 3,0.457740975,1,Fair,Medium,Young,59552
25,33288,Self-Employed,521,1,18389,0.47,0,2,Tier 3,0.552421293,1,Poor,Low,Young,36660
39,20464,Salaried,746,2,9313,1,0,3,Tier 1,0.455091869,0,Excellent,Low,Adult,30695
37,26284,Salaried,694,3,15200,0.87,0,0,Tier 3,0.578298585,1,Good,Low,Adult,36929
33,116880,Self-Employed,642,3,64727.125,0.76,0,1,Tier 2,0.553791282,1,Fair,High,Adult,153880
41,70067,Salaried,763,2,46674,0.81,1,1,Tier 1,0.666133843,1,Excellent,Medium,Adult,149856
40,68867,Self-Employed,730,2,29545,0.89,0,2,Tier 1,0.429015348,1,Good,Medium,Adult,97515
30,69474,Self-Employed,662,1,42148,0.78,2,5,Tier 2,0.606673,1,Fair,Medium,Adult,82355
35,118647,Self-Employed,658,2,26031,0.62,1,2,Tier 1,0.219398721,1,Fair,High,Adult,135133
57,95810,Self-Employed,504.5,1,44160,0.68,0,0,Tier 1,0.460912222,1,Poor,High,Senior,120843
24,65141,Salaried,576,3,32379,0.53,2,3,Tier 1,0.497060223,1,Poor,Medium,Young,65048
47,63525,Self-Employed,811,3,36802,0.86,1,5,Tier 2,0.579330972,1,Excellent,Medium,Adult,139431
37,65736,Salaried,677,2,16287,0.93,0,0,Tier 3,0.247763782,0,Good,Medium,Adult,95108
26,50029,Salaried,564,2,20571,0.58,0,0,Tier 1,0.411181515,1,Poor,Medium,Young,59311
38,83309,Salaried,741,2,26963,0.98,0,3,Tier 2,0.323650506,0,Excellent,High,Adult,123959
35,91370,Self-Employed,766,3,18479,1,0,1,Tier 3,0.202243625,0,Excellent,High,Adult,228425
44,48459,Salaried,504.5,1,31325,0.6,3,2,Tier 1,0.646422749,1,Poor,Medium,Adult,47195
42,73544,Salaried,866,2,50999,0.94,0,1,Tier 2,0.69344882,0,Excellent,Medium,Adult,178405
36,106590,Self-Employed,786,3,44815,0.88,1,0,Tier 3,0.420442818,1,Excellent,High,Adult,237653
25,15000,Self-Employed,682,2,4372,0.73,0,1,Tier 1,0.291466667,1,Good,Low,Young,19497
44,60609,Salaried,595,2,25568,0.7,2,1,Tier 2,0.42185154,1,Fair,Medium,Adult,68153
35,57610,Salaried,775,0,33428,0.94,1,1,Tier 2,0.580246485,0,Excellent,Medium,Adult,132625
26,60795,Salaried,635,3,28915,0.64,3,4,Tier 2,0.475614771,1,Fair,Medium,Young,61318
34,130640.625,Self-Employed,761,0,64727.125,0.78,2,0,Tier 2,0.495459395,1,Excellent,High,Adult,337644
37,54649,Salaried,676,3,22055,0.7,1,0,Tier 1,0.403575546,1,Good,Medium,Adult,65391
38,92033,Self-Employed,833,2,63008,1,0,2,Tier 1,0.684623994,0,Excellent,High,Adult,230081
21,29420,Self-Employed,714,2,13124,0.74,0,1,Tier 1,0.446091094,1,Good,Low,Young,38334
25,56402,Self-Employed,857,3,29759,0.82,1,2,Tier 3,0.527623134,1,Excellent,Medium,Young,121574
38,62811,Self-Employed,702,2,28371,0.67,2,2,Tier 1,0.451688399,1,Good,Medium,Adult,69391
33,62103,Salaried,697,1,30589,0.8,1,2,Tier 1,0.492552695,1,Good,Medium,Adult,79413
43,59102,Self-Employed,744,0,24192,0.84,1,4,Tier 3,0.40932625,1,Excellent,Medium,Adult,77243
47,66368,Salaried,689,2,38038,0.69,1,1,Tier 2,0.573137657,1,Good,Medium,Adult,79068
31,48319,Salaried,706,3,26323,0.87,0,0,Tier 2,0.544775347,1,Good,Medium,Adult,67939
34,35396,Self-Employed,690,0,15838,0.83,1,2,Tier 1,0.447451689,1,Good,Low,Adult,45830
32,61051,Salaried,504.5,1,29987,0.75,1,0,Tier 2,0.491179506,1,Poor,Medium,Adult,75335
39,80961,Salaried,714,1,22311,0.65,1,1,Tier 3,0.27557713,1,Good,High,Adult,94409
37,74041,Salaried,712,3,27227,0.99,1,5,Tier 2,0.367728691,0,Good,Medium,Adult,104980
29,130640.625,Self-Employed,708,3,64727.125,0.78,2,4,Tier 1,0.495459395,1,Good,High,Young,200015
33,80535,Self-Employed,774,2,29862,0.75,0,0,Tier 1,0.370795306,1,Excellent,High,Adult,176038
26,48048,Salaried,598,0,10630,0.43,1,1,Tier 1,0.221237096,1,Fair,Medium,Young,47789
45,90758,Self-Employed,731,0,57906,0.93,0,0,Tier 2,0.6380264,0,Good,High,Adult,131179
28,40490,Salaried,666,3,9900,0.83,3,3,Tier 2,0.244504816,1,Fair,Medium,Young,46468
40,51038,Self-Employed,624,3,10733,0.66,2,1,Tier 2,0.210294291,1,Fair,Medium,Adult,55998
39,25545,Salaried,646,2,13487,0.65,2,1,Tier 3,0.527970249,1,Fair,Low,Adult,27864
23,66231,Salaried,654,3,13829,0.65,3,2,Tier 3,0.208799505,1,Fair,Medium,Young,67103
34,15000,Self-Employed,777,3,8231,0.99,0,1,Tier 3,0.548733333,0,Excellent,Low,Adult,37286
21,15000,Salaried,678,3,10400,0.75,1,0,Tier 3,0.693333333,1,Good,Low,Young,18513
38,26301,Salaried,848,1,11816,0.89,0,0,Tier 3,0.449260484,1,Excellent,Low,Adult,62091
33,42593,Salaried,741,1,17133,0.83,0,2,Tier 2,0.402249196,1,Excellent,Medium,Adult,58524
43,71932,Salaried,685,2,21249,0.82,0,1,Tier 3,0.295403993,1,Good,Medium,Adult,98006
24,78256,Self-Employed,621,3,38516,0.55,1,1,Tier 3,0.492179513,1,Fair,Medium,Young,84830
38,66213,Self-Employed,670,2,14984,0.56,1,2,Tier 1,0.226299971,1,Good,Medium,Adult,72445
22,76973,Self-Employed,716,2,28693,0.93,0,1,Tier 2,0.372767074,0,Good,Medium,Young,111497
32,59552,Salaried,646,3,28032,0.8,2,0,Tier 2,0.47071467,1,Fair,Medium,Adult,71381
40,17762,Salaried,853,0,7919,0.91,0,0,Tier 2,0.445839432,0,Excellent,Low,Adult,42386
36,114958,Self-Employed,778,0,24430,0.96,0,2,Tier 1,0.212512396,0,Excellent,High,Adult,281958
22,122980,Self-Employed,754,0,54390,0.86,1,8,Tier 3,0.442267035,1,Excellent,High,Young,270298
48,26323,Self-Employed,888,2,15463,1,0,2,Tier 3,0.587433043,0,Excellent,Low,Adult,65806
33,25114,Salaried,688,2,11815,0.84,0,0,Tier 1,0.470454726,1,Good,Low,Adult,34711
42,73043,Self-Employed,659,3,25211,0.78,1,2,Tier 3,0.345152855,1,Fair,Medium,Adult,92202
40,65957,Salaried,702,1,22873,0.7,2,2,Tier 1,0.346786543,1,Good,Medium,Adult,74276
46,89039,Salaried,726,1,45863,0.78,2,2,Tier 2,0.515088894,1,Good,High,Adult,105838
45,83255,Self-Employed,850,2,53561,1,0,3,Tier 2,0.643336737,0,Excellent,High,Adult,208138
41,20164,Self-Employed,843,1,12457,1,0,2,Tier 2,0.61778417,0,Excellent,Low,Adult,50409
27,71234,Salaried,700,3,21831,0.62,0,1,Tier 3,0.306468821,1,Good,Medium,Young,86503
32,33072,Salaried,859,2,8666,0.82,1,3,Tier 1,0.262034349,1,Excellent,Low,Adult,71246
34,15912,Salaried,804,3,5422,0.81,1,0,Tier 2,0.34074912,1,Excellent,Low,Adult,33947
28,59800,Self-Employed,876,1,14737,0.98,0,0,Tier 1,0.246438127,0,Excellent,Medium,Young,147997
26,49832,Self-Employed,706,1,18636,0.84,0,1,Tier 3,0.373976561,1,Good,Medium,Young,68693
47,55996,Salaried,587,0,31905,0.5,0,2,Tier 3,0.569772841,1,Fair,Medium,Adult,62793
35,67661,Salaried,858,2,33028,0.92,0,1,Tier 1,0.488139401,0,Excellent,Medium,Adult,162491
33,70221,Self-Employed,633,0,33751,0.65,3,2,Tier 3,0.480639695,1,Fair,Medium,Adult,70991
34,96296,Salaried,736,2,39422,0.77,1,2,Tier 3,0.409383567,1,Good,High,Adult,120446
35,80875,Self-Employed,809,0,31881,1,1,2,Tier 3,0.394200927,0,Excellent,High,Adult,192079
38,68467,Salaried,756,3,22265,0.87,0,2,Tier 3,0.325193159,1,Excellent,Medium,Adult,160011
24,63005,Salaried,641,0,35948,0.63,2,3,Tier 1,0.570557892,1,Fair,Medium,Young,67631
23,49763,Self-Employed,900,1,23612,1,1,0,Tier 3,0.474489078,0,Excellent,Medium,Young,118186
47,36453,Self-Employed,785,1,16398,0.91,0,0,Tier 3,0.449839519,0,Excellent,Low,Adult,87153
34,20651,Self-Employed,745,2,11059,0.81,0,5,Tier 3,0.535518861,1,Excellent,Low,Adult,28083
40,72143,Self-Employed,711,3,18033,0.75,1,3,Tier 2,0.249961881,1,Good,Medium,Adult,89499
26,89021,Self-Employed,743,2,28092,0.93,0,0,Tier 3,0.31556599,0,Excellent,High,Young,129077
21,28246,Salaried,740,2,11940,0.82,2,3,Tier 1,0.422714721,1,Excellent,Low,Young,34225
40,71752,Salaried,572,3,21275,0.7,1,1,Tier 2,0.296507414,1,Poor,Medium,Adult,86008
41,61093,Salaried,613,0,13074,0.69,0,1,Tier 3,0.214001604,1,Fair,Medium,Adult,77214
34,75554,Self-Employed,798,2,47880,0.97,0,1,Tier 1,0.63371893,0,Excellent,Medium,Adult,185591
51,18695,Self-Employed,802,3,5851,0.83,1,1,Tier 3,0.312971383,1,Excellent,Low,Senior,40327
31,52672,Salaried,731,2,13133,0.85,0,1,Tier 1,0.24933551,1,Good,Medium,Adult,73155
37,27925,Salaried,740,3,16272,0.86,0,0,Tier 3,0.582703671,1,Excellent,Low,Adult,39031
30,71094,Salaried,700,2,18117,0.68,1,1,Tier 2,0.254831631,1,Good,Medium,Adult,84374
42,95048,Self-Employed,612,1,41265,0.64,0,2,Tier 2,0.434149062,1,Fair,High,Adult,116913
33,76405,Salaried,818,1,30701,0.95,1,0,Tier 1,0.401819253,0,Excellent,Medium,Adult,177073
41,120974,Self-Employed,664,3,64727.125,0.84,1,3,Tier 3,0.535049887,1,Fair,High,Adult,157530
34,15000,Salaried,688,2,6052,0.81,1,2,Tier 2,0.403466667,1,Good,Low,Adult,19250
43,80619,Self-Employed,614,3,47811,0.6,2,1,Tier 1,0.593048785,1,Fair,High,Adult,84583
36,25459,Salaried,737,2,8671,0.64,0,0,Tier 2,0.340586826,1,Good,Low,Adult,31322
28,20134,Salaried,724,1,9581,0.71,0,3,Tier 3,0.475861726,1,Good,Low,Young,25788
26,49026,Salaried,699,2,15396,0.81,1,1,Tier 3,0.31403745,1,Good,Medium,Young,62985
48,104285,Self-Employed,729,0,23889,1,1,1,Tier 2,0.229074172,0,Good,High,Adult,148605
34,34863,Self-Employed,858,3,23908,1,0,1,Tier 1,0.685770014,0,Excellent,Low,Adult,87157
27,64446,Salaried,736,0,27832,0.81,1,1,Tier 1,0.431865438,1,Good,Medium,Young,82541
48,111541,Self-Employed,687,2,64727.125,0.7,0,3,Tier 1,0.580298948,1,Good,High,Adult,142426
36,27714,Self-Employed,726,1,16044,0.87,1,4,Tier 2,0.578913185,1,Good,Low,Adult,36799
32,64558,Self-Employed,754,3,17931,0.85,1,3,Tier 1,0.27775024,1,Excellent,Medium,Adult,141446
34,15000,Self-Employed,689,0,7879,0.8,3,4,Tier 3,0.525266667,1,Good,Low,Adult,16855
26,75348,Salaried,613,3,29857,0.76,0,3,Tier 3,0.396254711,1,Fair,Medium,Young,99473
29,52690,Self-Employed,613,2,27763,0.7,2,2,Tier 3,0.526912128,1,Fair,Medium,Young,59221
32,40928,Self-Employed,638,2,23303,0.7,1,2,Tier 2,0.569365715,1,Fair,Medium,Adult,49125
34,78820,Self-Employed,599,0,41156,0.6,3,1,Tier 3,0.522151738,1,Fair,Medium,Adult,76594
34,15000,Self-Employed,647,0,5537,0.7,0,0,Tier 2,0.369133333,1,Fair,Low,Adult,19152
24,42832,Salaried,811,1,20650,0.96,0,3,Tier 3,0.482116175,0,Excellent,Medium,Young,104934
44,20447,Salaried,733,2,10482,1,0,4,Tier 2,0.512642441,0,Good,Low,Adult,30670
25,47720,Salaried,719,0,19127,0.85,1,0,Tier 3,0.400817267,1,Good,Medium,Young,62463
26,28066,Self-Employed,570,3,18607,0.7,3,3,Tier 3,0.662972992,1,Poor,Low,Young,29531
41,53630,Self-Employed,788,0,32408,0.86,0,3,Tier 2,0.604288644,1,Excellent,Medium,Adult,124824
22,79114,Salaried,719,2,41646,0.76,1,1,Tier 3,0.526404935,1,Good,Medium,Young,98695
41,100018,Self-Employed,731,1,35375,0.92,0,1,Tier 2,0.353686336,0,Good,High,Adult,143992
34,104678,Self-Employed,672,3,53719,0.66,1,0,Tier 1,0.513183286,1,Good,High,Adult,122421
37,57547,Self-Employed,776,3,29207,0.87,0,1,Tier 2,0.507532973,1,Excellent,Medium,Adult,134385
32,87455,Self-Employed,724,1,56791,0.99,0,2,Tier 2,0.649373964,0,Good,High,Adult,130837
21,15000,Salaried,693,2,6286,0.86,0,2,Tier 3,0.419066667,1,Good,Low,Young,20944
38,36573,Salaried,673,0,11486,0.77,1,4,Tier 1,0.314056818,1,Good,Low,Adult,45831
45,91230,Self-Employed,760,3,20743,0.9,0,1,Tier 3,0.227370383,0,Excellent,High,Adult,216574
34,27239,Salaried,593,3,14606,0.57,1,0,Tier 1,0.536216454,1,Fair,Low,Adult,30037
26,56959,Salaried,744,0,13592,0.96,0,0,Tier 2,0.238627785,0,Excellent,Medium,Young,83580
27,63194,Salaried,830,1,27167,0.86,0,2,Tier 1,0.429898408,1,Excellent,Medium,Young,147030
39,61165,Salaried,706,3,32503,0.83,1,0,Tier 1,0.531398676,1,Good,Medium,Adult,79363
36,61448,Self-Employed,657,1,31942,0.55,1,3,Tier 1,0.519821638,1,Fair,Medium,Adult,66685
49,28267,Salaried,728,1,16926,0.83,1,2,Tier 2,0.598790109,1,Good,Low,Adult,36738
26,55791,Self-Employed,688,0,26407,0.86,0,2,Tier 3,0.47332007,1,Good,Medium,Young,78028
46,31833,Self-Employed,777,0,6722,0.86,0,0,Tier 2,0.211164515,1,Excellent,Low,Adult,73985
27,113670,Self-Employed,689,2,49470,0.87,1,1,Tier 2,0.435207179,1,Good,High,Young,150800
36,36090,Salaried,651,2,11427,0.52,0,3,Tier 2,0.316625104,1,Fair,Low,Adult,41175
34,56217,Salaried,728,2,14055,0.74,1,3,Tier 2,0.250013341,1,Good,Medium,Adult,69337
47,31454,Salaried,666,3,12527,0.85,0,1,Tier 3,0.398264132,1,Fair,Low,Adult,43704
51,58405,Self-Employed,663,3,28316,0.69,1,0,Tier 1,0.484821505,1,Fair,Medium,Senior,69513
44,44840,Self-Employed,665,0,26544,0.85,0,2,Tier 3,0.591971454,1,Fair,Medium,Adult,62279
21,15000,Self-Employed,871,0,6466,1,0,3,Tier 1,0.431066667,0,Excellent,Low,Young,37500
27,98491,Self-Employed,741,3,63220,0.81,2,1,Tier 2,0.641886061,1,Excellent,High,Young,118642
39,28713,Salaried,753,0,11556,0.73,1,2,Tier 3,0.402465782,1,Excellent,Low,Adult,58391
41,92696,Self-Employed,661,2,29664,0.64,2,1,Tier 1,0.320013809,1,Fair,High,Adult,100278
43,117176,Self-Employed,776,0,49646,0.87,0,3,Tier 3,0.423687445,1,Excellent,High,Adult,273479
42,60416,Salaried,680,2,39605,0.7,2,1,Tier 2,0.655538268,1,Good,Medium,Adult,67843
22,97081,Salaried,650,3,27201,0.8,2,1,Tier 2,0.280188708,1,Fair,High,Young,116801
53,105352,Self-Employed,725,0,58341,0.8,0,0,Tier 2,0.553772116,1,Good,High,Senior,142053
27,48669,Salaried,776,3,32570,0.85,1,0,Tier 1,0.66921449,1,Excellent,Medium,Young,106620
33,49236,Self-Employed,823,2,28020,0.84,1,1,Tier 1,0.569095784,1,Excellent,Medium,Adult,107386
32,83351,Self-Employed,841,1,18688,0.81,0,1,Tier 3,0.224208468,1,Excellent,High,Adult,188677
21,23368,Salaried,659,3,13449,0.65,1,4,Tier 2,0.57553064,1,Fair,Low,Young,27140
24,26984,Self-Employed,689,3,6561,0.95,0,1,Tier 1,0.243144085,0,Good,Low,Young,39416
21,25574,Salaried,789,2,6611,0.92,0,0,Tier 1,0.258504731,0,Excellent,Low,Young,61420
34,129988,Self-Employed,667,3,64727.125,0.66,1,3,Tier 3,0.497946926,1,Fair,High,Adult,151851
29,44073,Salaried,727,2,30780,0.84,0,2,Tier 3,0.698386767,1,Good,Medium,Young,60729
43,51361,Self-Employed,810,3,16849,0.91,0,2,Tier 3,0.328050466,0,Excellent,Medium,Adult,122824
26,67495,Salaried,695,1,17946,0.77,0,2,Tier 2,0.265886362,1,Good,Medium,Young,89626
45,39309,Salaried,646,3,19318,0.63,3,2,Tier 1,0.491439619,1,Fair,Low,Adult,39298
26,57022,Salaried,830,0,13790,0.83,1,0,Tier 1,0.241836484,1,Excellent,Medium,Young,123183
37,69827,Self-Employed,810,2,22552,0.97,0,1,Tier 2,0.322969625,0,Excellent,Medium,Adult,171709
23,53634,Salaried,794,1,35771,0.77,0,3,Tier 2,0.66694634,1,Excellent,Medium,Young,118883
23,43782,Salaried,900,0,17729,0.94,0,0,Tier 1,0.404938102,0,Excellent,Medium,Young,106227
39,41510,Salaried,717,1,18567,0.64,1,3,Tier 3,0.44728981,1,Good,Medium,Adult,48072
42,66447,Self-Employed,805,3,18712,0.84,1,1,Tier 2,0.281607898,1,Excellent,Medium,Adult,144846
29,50064,Salaried,678,0,17875,0.81,0,2,Tier 3,0.357042985,1,Good,Medium,Young,67949
34,92971,Self-Employed,564,3,46145,0.8,1,0,Tier 1,0.496337568,1,Poor,High,Adult,118407
30,36394,Self-Employed,661,0,12100,0.67,0,1,Tier 3,0.332472386,1,Fair,Low,Adult,45578
41,40451,Salaried,716,3,14964,0.62,0,1,Tier 3,0.36992905,1,Good,Medium,Adult,49136
23,56689,Salaried,739,1,37646,0.78,0,1,Tier 3,0.664079451,1,Good,Medium,Young,75579
21,69067,Self-Employed,714,2,30862,0.9,0,2,Tier 3,0.446841473,0,Good,Medium,Young,98581
26,41417,Salaried,668,0,19595,0.82,2,0,Tier 2,0.473114905,1,Fair,Medium,Young,50263
38,32194,Salaried,667,3,21664,0.76,1,0,Tier 1,0.67292042,1,Fair,Low,Adult,40166
28,90540,Self-Employed,550,3,40180,0.76,1,4,Tier 2,0.443781754,1,Poor,High,Young,112575
29,53360,Salaried,669,0,33330,0.62,3,0,Tier 1,0.624625187,1,Fair,Medium,Young,52759
34,76557,Self-Employed,853,2,38604,0.99,0,1,Tier 3,0.504251734,0,Excellent,Medium,Adult,190455
27,98501,Self-Employed,733,2,56699,0.89,0,0,Tier 3,0.575618522,1,Good,High,Young,139531
34,48535,Self-Employed,716,3,22376,0.75,0,2,Tier 3,0.461028124,1,Good,Medium,Adult,63636
27,62645,Salaried,679,3,32014,0.73,1,3,Tier 3,0.511038391,1,Good,Medium,Young,76710
43,47749,Salaried,804,3,14568,0.87,1,2,Tier 3,0.305095395,1,Excellent,Medium,Adult,105629
41,26297,Salaried,737,0,14941,0.71,3,1,Tier 3,0.568163669,1,Good,Low,Adult,27848
34,36066,Salaried,819,1,25187,0.87,0,0,Tier 3,0.698358565,1,Excellent,Low,Adult,84303
36,67948,Self-Employed,759,2,32593,0.9,0,1,Tier 3,0.479675634,0,Excellent,Medium,Adult,161655
