customer_id,age,monthly_income,employment_type,credit_score,existing_credit_cards,avg_monthly_spend,repayment_ratio,missed_payments_last_6m,loan_accounts,location_tier,recommended_credit_limit
CUST01258,33,154791,Self-Employed,828,3,50649,0.93,2,3,Tier 2,335123
CUST01259,44,66449,Self-Employed,798,1,23763,0.89,1,2,Tier 3,148764
CUST01260,35,65312,Self-Employed,808,0,24935,0.9,0,2,Tier 1,154975
CUST01261,34,69993,Salaried,790,3,31476,0.78,1,3,Tier 3,146871
CUST01262,29,36426,Self-Employed,630,0,11439,0.6,2,0,Tier 2,38119
CUST01263,39,49322,Self-Employed,665,2,33224,0.69,0,1,Tier 3,62408
CUST01264,33,46700,Self-Employed,667,2,12514,0.63,1,3,Tier 1,53751
CUST01265,42,44358,Salaried,669,3,30891,0.86,0,0,Tier 2,61863
CUST01266,34,72432,Salaried,780,0,26011,1.0,1,0,Tier 1,172026
CUST01267,39,48998,Salaried,837,3,11921,1.0,0,6,Tier 3,122495
CUST01268,28,40627,Self-Employed,772,2,26939,0.79,0,3,Tier 1,90792
CUST01269,24,67313,Salaried,806,1,21904,0.97,1,6,Tier 2,157028
CUST01270,40,72869,Self-Employed,683,2,28746,0.73,1,2,Tier 1,88847
CUST01271,21,56614,Salaried,623,0,18520,0.68,1,0,Tier 2,67256
CUST01272,29,85631,Self-Employed,733,3,26197,0.82,0,0,Tier 1,116909
CUST01273,24,15000,Self-Employed,661,2,4027,0.9,2,1,Tier 1,19090
CUST01274,39,49076,Salaried,734,2,10442,0.89,0,0,Tier 3,69667
CUST01275,31,77448,Self-Employed,723,2,19217,0.87,0,2,Tier 1,108737
CUST01276,25,55963,Salaried,734,0,34498,0.73,1,1,Tier 3,68595
CUST01277,42,49211,Self-Employed,802,3,25668,0.87,0,1,Tier 3,114844
CUST01278,35,37188,Salaried,591,0,10030,0.87,1,0,Tier 1,49281
CUST01279,33,71866,Salaried,780,3,44552,0.9,0,2,Tier 1,171079
CUST01280,36,28122,Salaried,690,2,6998,0.95,0,2,Tier 1,41052
CUST01281,26,41879,Salaried,762,3,26148,0.87,1,4,Tier 3,92685
CUST01282,49,44120,Salaried,660,2,25279,0.61,2,1,Tier 2,46722
CUST01283,41,71525,Self-Employed,736,2,20866,0.93,0,1,Tier 1,103471
CUST01284,37,47034,Salaried,757,0,24736,0.83,0,2,Tier 2,107575
CUST01285,45,40860,Salaried,738,3,16383,0.69,0,2,Tier 3,51691
CUST01286,44,20326,Salaried,696,2,10706,0.89,0,3,Tier 2,28764
CUST01287,27,82435,Self-Employed,618,2,30178,0.6,1,0,Tier 1,92668
CUST01288,33,57506,Salaried,650,1,28038,0.69,0,0,Tier 3,73026
CUST01289,52,15000,Salaried,715,0,8628,0.78,2,4,Tier 1,17727
CUST01290,48,38169,Self-Employed,820,2,9619,1.0,1,2,Tier 1,90651
CUST01291,32,82561,Self-Employed,609,2,30882,0.8,1,2,Tier 2,105499
CUST01292,38,15000,Salaried,592,0,7139,0.7,0,1,Tier 1,19141
CUST01293,38,26459,Salaried,844,3,14191,0.8,2,4,Tier 2,52832
CUST01294,24,98170,Self-Employed,729,2,34355,0.79,0,1,Tier 2,131628
CUST01295,48,61231,Salaried,704,3,16719,0.9,0,1,Tier 3,87452
CUST01296,41,39889,Self-Employed,749,0,27328,0.74,2,0,Tier 1,46088
CUST01297,48,47670,Salaried,759,3,19548,0.89,1,3,Tier 1,106786
CUST01298,24,108239,Self-Employed,649,0,22497,0.81,0,1,Tier 1,147174
CUST01299,24,53607,Salaried,612,2,18293,0.57,0,1,Tier 2,62992
CUST01300,21,47339,Salaried,635,1,21669,0.68,0,2,Tier 3,59552
CUST01301,25,33288,Self-Employed,521,1,18389,0.47,0,2,Tier 3,36660
CUST01302,39,20464,Salaried,746,2,9313,1.0,0,3,Tier 1,30695
CUST01303,37,26284,Salaried,694,3,15200,0.87,0,0,Tier 3,36929
CUST01304,33,116880,Self-Employed,642,3,75820,0.76,0,1,Tier 2,153880
CUST01305,41,70067,Salaried,763,2,46674,0.81,1,1,Tier 1,149856
CUST01306,40,68867,Self-Employed,730,2,29545,0.89,0,2,Tier 1,97515
CUST01307,30,69474,Self-Employed,662,1,42148,0.78,2,5,Tier 2,82355
CUST01308,35,118647,Self-Employed,658,2,26031,0.62,1,2,Tier 1,135133
CUST01309,57,95810,Self-Employed,498,1,44160,0.68,0,0,Tier 1,120843
CUST01310,24,65141,Salaried,576,3,32379,0.53,2,3,Tier 1,65048
CUST01311,47,63525,Self-Employed,811,3,36802,0.86,1,5,Tier 2,139431
CUST01312,37,65736,Salaried,677,2,16287,0.93,0,0,Tier 3,95108
CUST01313,26,50029,Salaried,564,2,20571,0.58,0,0,Tier 1,59311
CUST01314,38,83309,Salaried,741,2,26963,0.98,0,3,Tier 2,123959
CUST01315,35,91370,Self-Employed,766,3,18479,1.0,0,1,Tier 3,228425
CUST01316,44,48459,Salaried,492,1,31325,0.6,3,2,Tier 1,47195
CUST01317,42,73544,Salaried,866,2,50999,0.94,0,1,Tier 2,178405
CUST01318,36,106590,Self-Employed,786,3,44815,0.88,1,0,Tier 3,237653
CUST01319,25,15000,Self-Employed,682,2,4372,0.73,0,1,Tier 1,19497
CUST01320,44,60609,Salaried,595,2,25568,0.7,2,1,Tier 2,68153
CUST01321,35,57610,Salaried,775,0,33428,0.94,1,1,Tier 2,132625
CUST01322,26,60795,Salaried,635,3,28915,0.64,3,4,Tier 2,61318
CUST01323,34,171333,Self-Employed,761,0,113655,0.78,2,0,Tier 2,337644
CUST01324,37,54649,Salaried,676,3,22055,0.7,1,0,Tier 1,65391
CUST01325,38,92033,Self-Employed,833,2,63008,1.0,0,2,Tier 1,230081
CUST01326,21,29420,Self-Employed,714,2,13124,0.74,0,1,Tier 1,38334
CUST01327,25,56402,Self-Employed,857,3,29759,0.82,1,2,Tier 3,121574
CUST01328,38,62811,Self-Employed,702,2,28371,0.67,2,2,Tier 1,69391
CUST01329,33,62103,Salaried,697,1,30589,0.8,1,2,Tier 1,79413
CUST01330,43,59102,Self-Employed,744,0,24192,0.84,1,4,Tier 3,77243
CUST01331,47,66368,Salaried,689,2,38038,0.69,1,1,Tier 2,79068
CUST01332,31,48319,Salaried,706,3,26323,0.87,0,0,Tier 2,67939
CUST01333,34,35396,Self-Employed,690,0,15838,0.83,1,2,Tier 1,45830
CUST01334,32,61051,Salaried,503,1,29987,0.75,1,0,Tier 2,75335
CUST01335,39,80961,Salaried,714,1,22311,0.65,1,1,Tier 3,94409
CUST01336,37,74041,Salaried,712,3,27227,0.99,1,5,Tier 2,104980
CUST01337,29,168633,Self-Employed,708,3,89332,0.78,2,4,Tier 1,200015
CUST01338,33,80535,Self-Employed,774,2,29862,0.75,0,0,Tier 1,176038
CUST01339,26,48048,Salaried,598,0,10630,0.43,1,1,Tier 1,47789
CUST01340,45,90758,Self-Employed,731,0,57906,0.93,0,0,Tier 2,131179
CUST01341,28,40490,Salaried,666,3,9900,0.83,3,3,Tier 2,46468
CUST01342,40,51038,Self-Employed,624,3,10733,0.66,2,1,Tier 2,55998
CUST01343,39,25545,Salaried,646,2,13487,0.65,2,1,Tier 3,27864
CUST01344,23,66231,Salaried,654,3,13829,0.65,3,2,Tier 3,67103
CUST01345,34,15000,Self-Employed,777,3,8231,0.99,0,1,Tier 3,37286
CUST01346,21,15000,Salaried,678,3,10400,0.75,1,0,Tier 3,18513
CUST01347,38,26301,Salaried,848,1,11816,0.89,0,0,Tier 3,62091
CUST01348,33,42593,Salaried,741,1,17133,0.83,0,2,Tier 2,58524
CUST01349,43,71932,Salaried,685,2,21249,0.82,0,1,Tier 3,98006
CUST01350,24,78256,Self-Employed,621,3,38516,0.55,1,1,Tier 3,84830
CUST01351,38,66213,Self-Employed,670,2,14984,0.56,1,2,Tier 1,72445
CUST01352,22,76973,Self-Employed,716,2,28693,0.93,0,1,Tier 2,111497
CUST01353,32,59552,Salaried,646,3,28032,0.8,2,0,Tier 2,71381
CUST01354,40,17762,Salaried,853,0,7919,0.91,0,0,Tier 2,42386
CUST01355,36,114958,Self-Employed,778,0,24430,0.96,0,2,Tier 1,281958
CUST01356,22,122980,Self-Employed,754,0,54390,0.86,1,8,Tier 3,270298
CUST01357,48,26323,Self-Employed,888,2,15463,1.0,0,2,Tier 3,65806
CUST01358,33,25114,Salaried,688,2,11815,0.84,0,0,Tier 1,34711
CUST01359,42,73043,Self-Employed,659,3,25211,0.78,1,2,Tier 3,92202
CUST01360,40,65957,Salaried,702,1,22873,0.7,2,2,Tier 1,74276
CUST01361,46,89039,Salaried,726,1,45863,0.78,2,2,Tier 2,105838
CUST01362,45,83255,Self-Employed,850,2,53561,1.0,0,3,Tier 2,208138
CUST01363,41,20164,Self-Employed,843,1,12457,1.0,0,2,Tier 2,50409
CUST01364,27,71234,Salaried,700,3,21831,0.62,0,1,Tier 3,86503
CUST01365,32,33072,Salaried,859,2,8666,0.82,1,3,Tier 1,71246
CUST01366,34,15912,Salaried,804,3,5422,0.81,1,0,Tier 2,33947
CUST01367,28,59800,Self-Employed,876,1,14737,0.98,0,0,Tier 1,147997
CUST01368,26,49832,Self-Employed,706,1,18636,0.84,0,1,Tier 3,68693
CUST01369,47,55996,Salaried,587,0,31905,0.5,0,2,Tier 3,62793
CUST01370,35,67661,Salaried,858,2,33028,0.92,0,1,Tier 1,162491
CUST01371,33,70221,Self-Employed,633,0,33751,0.65,3,2,Tier 3,70991
CUST01372,34,96296,Salaried,736,2,39422,0.77,1,2,Tier 3,120446
CUST01373,35,80875,Self-Employed,809,0,31881,1.0,1,2,Tier 3,192079
CUST01374,38,68467,Salaried,756,3,22265,0.87,0,2,Tier 3,160011
CUST01375,24,63005,Salaried,641,0,35948,0.63,2,3,Tier 1,67631
CUST01376,23,49763,Self-Employed,900,1,23612,1.0,1,0,Tier 3,118186
CUST01377,47,36453,Self-Employed,785,1,16398,0.91,0,0,Tier 3,87153
CUST01378,34,20651,Self-Employed,745,2,11059,0.81,0,5,Tier 3,28083
CUST01379,40,72143,Self-Employed,711,3,18033,0.75,1,3,Tier 2,89499
CUST01380,26,89021,Self-Employed,743,2,28092,0.93,0,0,Tier 3,129077
CUST01381,21,28246,Salaried,740,2,11940,0.82,2,3,Tier 1,34225
CUST01382,40,71752,Salaried,572,3,21275,0.7,1,1,Tier 2,86008
CUST01383,41,61093,Salaried,613,0,13074,0.69,0,1,Tier 3,77214
CUST01384,34,75554,Self-Employed,798,2,47880,0.97,0,1,Tier 1,185591
CUST01385,51,18695,Self-Employed,802,3,5851,0.83,1,1,Tier 3,40327
CUST01386,31,52672,Salaried,731,2,13133,0.85,0,1,Tier 1,73155
CUST01387,37,27925,Salaried,740,3,16272,0.86,0,0,Tier 3,39031
CUST01388,30,71094,Salaried,700,2,18117,0.68,1,1,Tier 2,84374
CUST01389,42,95048,Self-Employed,612,1,41265,0.64,0,2,Tier 2,116913
CUST01390,33,76405,Salaried,818,1,30701,0.95,1,0,Tier 1,177073
CUST01391,41,120974,Self-Employed,664,3,84649,0.84,1,3,Tier 3,157530
CUST01392,34,15000,Salaried,688,2,6052,0.81,1,2,Tier 2,19250
CUST01393,43,80619,Self-Employed,614,3,47811,0.6,2,1,Tier 1,84583
CUST01394,36,25459,Salaried,737,2,8671,0.64,0,0,Tier 2,31322
CUST01395,28,20134,Salaried,724,1,9581,0.71,0,3,Tier 3,25788
CUST01396,26,49026,Salaried,699,2,15396,0.81,1,1,Tier 3,62985
CUST01397,48,104285,Self-Employed,729,0,23889,1.0,1,1,Tier 2,148605
CUST01398,34,34863,Self-Employed,858,3,23908,1.0,0,1,Tier 1,87157
CUST01399,27,64446,Salaried,736,0,27832,0.81,1,1,Tier 1,82541
CUST01400,48,111541,Self-Employed,687,2,73175,0.7,0,3,Tier 1,142426
CUST01401,36,27714,Self-Employed,726,1,16044,0.87,1,4,Tier 2,36799
CUST01402,32,64558,Self-Employed,754,3,17931,0.85,1,3,Tier 1,141446
CUST01403,34,15000,Self-Employed,689,0,7879,0.8,3,4,Tier 3,16855
CUST01404,26,75348,Salaried,613,3,29857,0.76,0,3,Tier 3,99473
CUST01405,29,52690,Self-Employed,613,2,27763,0.7,2,2,Tier 3,59221
CUST01406,32,40928,Self-Employed,638,2,23303,0.7,1,2,Tier 2,49125
CUST01407,34,78820,Self-Employed,599,0,41156,0.6,3,1,Tier 3,76594
CUST01408,34,15000,Self-Employed,647,0,5537,0.7,0,0,Tier 2,19152
CUST01409,24,42832,Salaried,811,1,20650,0.96,0,3,Tier 3,104934
CUST01410,44,20447,Salaried,733,2,10482,1.0,0,4,Tier 2,30670
CUST01411,25,47720,Salaried,719,0,19127,0.85,1,0,Tier 3,62463
CUST01412,26,28066,Self-Employed,570,3,18607,0.7,3,3,Tier 3,29531
CUST01413,41,53630,Self-Employed,788,0,32408,0.86,0,3,Tier 2,124824
CUST01414,22,79114,Salaried,719,2,41646,0.76,1,1,Tier 3,98695
CUST01415,41,100018,Self-Employed,731,1,35375,0.92,0,1,Tier 2,143992
CUST01416,34,104678,Self-Employed,672,3,53719,0.66,1,0,Tier 1,122421
CUST01417,37,57547,Self-Employed,776,3,29207,0.87,0,1,Tier 2,134385
CUST01418,32,87455,Self-Employed,724,1,56791,0.99,0,2,Tier 2,130837
CUST01419,21,15000,Salaried,693,2,6286,0.86,0,2,Tier 3,20944
CUST01420,38,36573,Salaried,673,0,11486,0.77,1,4,Tier 1,45831
CUST01421,45,91230,Self-Employed,760,3,20743,0.9,0,1,Tier 3,216574
CUST01422,34,27239,Salaried,593,3,14606,0.57,1,0,Tier 1,30037
CUST01423,26,56959,Salaried,744,0,13592,0.96,0,0,Tier 2,83580
CUST01424,27,63194,Salaried,830,1,27167,0.86,0,2,Tier 1,147030
CUST01425,39,61165,Salaried,706,3,32503,0.83,1,0,Tier 1,79363
CUST01426,36,61448,Self-Employed,657,1,31942,0.55,1,3,Tier 1,66685
CUST01427,49,28267,Salaried,728,1,16926,0.83,1,2,Tier 2,36738
CUST01428,26,55791,Self-Employed,688,0,26407,0.86,0,2,Tier 3,78028
CUST01429,46,31833,Self-Employed,777,0,6722,0.86,0,0,Tier 2,73985
CUST01430,27,113670,Self-Employed,689,2,49470,0.87,1,1,Tier 2,150800
CUST01431,36,36090,Salaried,651,2,11427,0.52,0,3,Tier 2,41175
CUST01432,34,56217,Salaried,728,2,14055,0.74,1,3,Tier 2,69337
CUST01433,47,31454,Salaried,666,3,12527,0.85,0,1,Tier 3,43704
CUST01434,51,58405,Self-Employed,663,3,28316,0.69,1,0,Tier 1,69513
CUST01435,44,44840,Self-Employed,665,0,26544,0.85,0,2,Tier 3,62279
CUST01436,21,15000,Self-Employed,871,0,6466,1.0,0,3,Tier 1,37500
CUST01437,27,98491,Self-Employed,741,3,63220,0.81,2,1,Tier 2,118642
CUST01438,39,28713,Salaried,753,0,11556,0.73,1,2,Tier 3,58391
CUST01439,41,92696,Self-Employed,661,2,29664,0.64,2,1,Tier 1,100278
CUST01440,43,117176,Self-Employed,776,0,49646,0.87,0,3,Tier 3,273479
CUST01441,42,60416,Salaried,680,2,39605,0.7,2,1,Tier 2,67843
CUST01442,22,97081,Salaried,650,3,27201,0.8,2,1,Tier 2,116801
CUST01443,53,105352,Self-Employed,725,0,58341,0.8,0,0,Tier 2,142053
CUST01444,27,48669,Salaried,776,3,32570,0.85,1,0,Tier 1,106620
CUST01445,33,49236,Self-Employed,823,2,28020,0.84,1,1,Tier 1,107386
CUST01446,32,83351,Self-Employed,841,1,18688,0.81,0,1,Tier 3,188677
CUST01447,21,23368,Salaried,659,3,13449,0.65,1,4,Tier 2,27140
CUST01448,24,26984,Self-Employed,689,3,6561,0.95,0,1,Tier 1,39416
CUST01449,21,25574,Salaried,789,2,6611,0.92,0,0,Tier 1,61420
CUST01450,34,129988,Self-Employed,667,3,74398,0.66,1,3,Tier 3,151851
CUST01451,29,44073,Salaried,727,2,30780,0.84,0,2,Tier 3,60729
CUST01452,43,51361,Self-Employed,810,3,16849,0.91,0,2,Tier 3,122824
CUST01453,26,67495,Salaried,695,1,17946,0.77,0,2,Tier 2,89626
CUST01454,45,39309,Salaried,646,3,19318,0.63,3,2,Tier 1,39298
CUST01455,26,57022,Salaried,830,0,13790,0.83,1,0,Tier 1,123183
CUST01456,37,69827,Self-Employed,810,2,22552,0.97,0,1,Tier 2,171709
CUST01457,23,53634,Salaried,794,1,35771,0.77,0,3,Tier 2,118883
CUST01458,23,43782,Salaried,900,0,17729,0.94,0,0,Tier 1,106227
CUST01459,39,41510,Salaried,717,1,18567,0.64,1,3,Tier 3,48072
CUST01460,42,66447,Self-Employed,805,3,18712,0.84,1,1,Tier 2,144846
CUST01461,29,50064,Salaried,678,0,17875,0.81,0,2,Tier 3,67949
CUST01462,34,92971,Self-Employed,564,3,46145,0.8,1,0,Tier 1,118407
CUST01463,30,36394,Self-Employed,661,0,12100,0.67,0,1,Tier 3,45578
CUST01464,41,40451,Salaried,716,3,14964,0.62,0,1,Tier 3,49136
CUST01465,23,56689,Salaried,739,1,37646,0.78,0,1,Tier 3,75579
CUST01466,21,69067,Self-Employed,714,2,30862,0.9,0,2,Tier 3,98581
CUST01467,26,41417,Salaried,668,0,19595,0.82,2,0,Tier 2,50263
CUST01468,38,32194,Salaried,667,3,21664,0.76,1,0,Tier 1,40166
CUST01469,28,90540,Self-Employed,550,3,40180,0.76,1,4,Tier 2,112575
CUST01470,29,53360,Salaried,669,0,33330,0.62,3,0,Tier 1,52759
CUST01471,34,76557,Self-Employed,853,2,38604,0.99,0,1,Tier 3,190455
CUST01472,27,98501,Self-Employed,733,2,56699,0.89,0,0,Tier 3,139531
CUST01473,34,48535,Self-Employed,716,3,22376,0.75,0,2,Tier 3,63636
CUST01474,27,62645,Salaried,679,3,32014,0.73,1,3,Tier 3,76710
CUST01475,43,47749,Salaried,804,3,14568,0.87,1,2,Tier 3,105629
CUST01476,41,26297,Salaried,737,0,14941,0.71,3,1,Tier 3,27848
CUST01477,34,36066,Salaried,819,1,25187,0.87,0,0,Tier 3,84303
CUST01478,36,67948,Self-Employed,759,2,32593,0.9,0,1,Tier 3,161655
CUST01479,36,84695,Self-Employed,726,2,54016,0.8,0,0,Tier 3,114041
CUST01480,25,44845,Salaried,780,2,11772,0.86,0,5,Tier 2,104314
CUST01481,34,69842,Self-Employed,752,3,27610,0.95,0,0,Tier 1,170482
CUST01482,33,33388,Self-Employed,740,3,17758,0.94,1,2,Tier 3,45988
CUST01483,42,24380,Salaried,639,3,7729,0.76,0,1,Tier 2,32201
CUST01484,31,118920,Self-Employed,900,2,66472,0.95,0,2,Tier 1,289936
CUST01485,33,15000,Salaried,648,1,7807,0.58,3,2,Tier 2,14444
CUST01486,29,34125,Salaried,757,1,13539,0.83,2,1,Tier 3,69583
CUST01487,37,73865,Salaried,697,2,32361,0.77,1,4,Tier 2,92583
CUST01488,40,48423,Self-Employed,674,1,20870,0.78,0,0,Tier 3,64778
CUST01489,37,104802,Self-Employed,828,1,50274,1.0,0,4,Tier 1,262006
CUST01490,28,24521,Salaried,738,2,12388,0.73,1,1,Tier 3,30037
CUST01491,29,15203,Self-Employed,659,1,7948,0.77,3,1,Tier 1,16786
CUST01492,34,81549,Self-Employed,709,3,26190,0.86,2,2,Tier 2,101514
CUST01493,41,83653,Salaried,692,0,37687,0.61,0,2,Tier 2,101017
CUST01494,21,56787,Self-Employed,788,0,28342,0.73,1,1,Tier 3,115616
CUST01495,40,55775,Self-Employed,856,1,33097,0.97,0,4,Tier 2,137217
CUST01496,28,66684,Salaried,566,2,44419,0.72,0,3,Tier 1,86107
CUST01497,26,61783,Salaried,764,0,26684,0.9,1,0,Tier 3,138898
CUST01498,40,54871,Salaried,697,0,31167,0.7,1,1,Tier 2,65888
CUST01499,26,30625,Salaried,863,2,15787,0.8,2,0,Tier 1,61309
CUST01500,41,111714,Self-Employed,697,0,70460,0.73,1,1,Tier 3,136390
CUST01501,36,60673,Salaried,603,3,38947,0.69,0,0,Tier 1,77098
CUST01502,21,58310,Salaried,779,1,12330,0.92,1,1,Tier 1,132335
CUST01503,41,87836,Self-Employed,554,3,34410,0.7,0,1,Tier 1,111879
CUST01504,42,85704,Salaried,648,2,38850,0.7,0,2,Tier 1,109523
CUST01505,42,57692,Self-Employed,801,1,19052,0.86,0,2,Tier 3,133783
CUST01506,24,28249,Salaried,598,2,18999,0.61,0,2,Tier 1,34198
CUST01507,35,74962,Self-Employed,663,3,34726,0.84,0,0,Tier 2,103704
CUST01508,34,76236,Salaried,609,3,37728,0.55,0,3,Tier 2,88745
CUST01509,33,76933,Salaried,749,3,31942,0.94,1,0,Tier 1,105889
CUST01510,22,36701,Self-Employed,743,2,11858,0.91,0,4,Tier 1,52479
CUST01511,49,34424,Self-Employed,786,2,11104,0.89,0,1,Tier 3,81392
CUST01512,44,60973,Self-Employed,809,0,36068,0.88,0,4,Tier 3,143452
CUST01513,37,26294,Self-Employed,670,2,7321,0.69,4,1,Tier 1,25357
CUST01514,40,86388,Salaried,721,2,24023,0.82,0,0,Tier 1,118135
CUST01515,28,60496,Salaried,649,3,18889,0.72,0,1,Tier 1,77941
CUST01516,44,34775,Salaried,705,3,20317,0.81,3,1,Tier 2,39373
CUST01517,35,116287,Self-Employed,621,2,79440,0.72,0,0,Tier 3,150225
CUST01518,38,66707,Self-Employed,740,2,32708,0.84,1,1,Tier 1,86832
CUST01519,24,93745,Self-Employed,840,2,38772,0.87,0,1,Tier 1,218839
CUST01520,21,133937,Self-Employed,839,0,41141,0.69,1,1,Tier 1,265378
CUST01521,41,60690,Salaried,756,2,28682,1.0,0,1,Tier 3,151725
CUST01522,35,73110,Salaried,760,1,45166,0.81,2,1,Tier 3,147559
CUST01523,35,78458,Self-Employed,846,3,41249,0.97,0,1,Tier 1,192726
CUST01524,29,85632,Self-Employed,739,0,48197,0.8,0,1,Tier 3,115904
CUST01525,39,65629,Salaried,786,1,29852,1.0,1,1,Tier 3,155870
CUST01526,27,40583,Salaried,674,3,11258,0.86,0,1,Tier 1,56507
CUST01527,32,90003,Salaried,761,0,54806,0.95,0,1,Tier 1,219215
CUST01528,52,83528,Self-Employed,731,0,57733,0.84,1,2,Tier 1,109189
CUST01529,43,116752,Self-Employed,665,0,63278,0.96,1,1,Tier 2,162485
CUST01530,30,118668,Self-Employed,576,2,38995,0.52,2,1,Tier 1,117633
CUST01531,56,96163,Self-Employed,706,0,42471,0.75,2,0,Tier 1,112077
CUST01532,31,47423,Salaried,717,1,32100,0.93,0,4,Tier 2,68770
CUST01533,38,40369,Self-Employed,398,2,27786,0.43,0,1,Tier 3,43203
CUST01534,38,51106,Salaried,900,2,25691,0.89,0,2,Tier 3,120558
CUST01535,37,25247,Salaried,772,0,7040,0.94,0,1,Tier 2,61129
CUST01536,45,99264,Self-Employed,775,2,45300,0.86,1,0,Tier 2,218369
CUST01537,39,75562,Self-Employed,770,2,18284,0.82,0,1,Tier 1,172073
CUST01538,31,113549,Self-Employed,621,1,55464,0.66,0,0,Tier 3,141020
CUST01539,39,63992,Self-Employed,879,3,34140,1.0,0,4,Tier 3,159980
CUST01540,41,61155,Salaried,810,2,22135,0.89,0,3,Tier 2,144620
CUST01541,43,110376,Self-Employed,769,2,62669,1.0,0,1,Tier 1,275940
CUST01542,30,37001,Salaried,675,1,21791,0.81,2,0,Tier 2,44645
CUST01543,33,73904,Self-Employed,599,1,45912,0.68,0,2,Tier 3,93366
CUST01544,49,33659,Self-Employed,717,0,10818,0.78,2,2,Tier 2,39872
CUST01545,41,65741,Salaried,657,3,31698,0.86,0,3,Tier 3,91758
CUST01546,26,16363,Salaried,621,1,9029,0.64,0,1,Tier 3,20164
CUST01547,45,54097,Self-Employed,727,2,37036,0.71,0,0,Tier 2,69296
CUST01548,36,63273,Self-Employed,679,2,28684,0.69,1,2,Tier 3,75226
CUST01549,37,43585,Salaried,733,0,23575,0.88,0,1,Tier 2,61305
CUST01550,33,93089,Self-Employed,900,3,51623,0.91,1,2,Tier 3,210986
CUST01551,37,93950,Salaried,816,2,20152,1.0,0,0,Tier 3,234874
CUST01552,33,102912,Self-Employed,650,1,21854,0.65,1,3,Tier 3,119764
CUST01553,21,53142,Salaried,725,3,29394,0.76,0,1,Tier 2,70218
CUST01554,30,70760,Self-Employed,801,2,39520,0.9,0,1,Tier 2,167824
CUST01555,28,51398,Salaried,813,2,26246,0.89,0,1,Tier 2,121376
CUST01556,27,82584,Self-Employed,839,3,47759,0.84,3,3,Tier 1,158754
CUST01557,31,39269,Salaried,736,0,14963,0.74,1,3,Tier 3,48291
CUST01558,35,55606,Salaried,821,2,12005,0.85,0,2,Tier 1,128461
CUST01559,48,30551,Salaried,757,2,17327,0.79,1,1,Tier 2,64434
CUST01560,48,30224,Salaried,682,1,10339,0.74,1,0,Tier 3,37224
CUST01561,32,50860,Salaried,805,2,28717,0.88,0,0,Tier 1,119790
CUST01562,38,73227,Salaried,754,1,36638,0.85,3,2,Tier 1,141738
CUST01563,38,77602,Salaried,764,3,44231,0.95,0,1,Tier 3,189099
CUST01564,27,58159,Salaried,726,2,13399,0.81,1,2,Tier 2,74509
CUST01565,27,72694,Salaried,768,3,27439,0.75,2,2,Tier 1,140678
CUST01566,29,58509,Salaried,797,2,39720,0.77,1,1,Tier 1,122416
CUST01567,36,15000,Self-Employed,635,3,9996,0.74,2,2,Tier 1,17351
CUST01568,40,61310,Salaried,750,1,24131,0.95,0,1,Tier 3,89887
CUST01569,21,56948,Salaried,752,1,30222,0.85,0,2,Tier 1,132013
CUST01570,41,77796,Self-Employed,593,3,43473,0.69,1,1,Tier 2,92809
CUST01571,35,122550,Self-Employed,865,0,80527,0.85,1,0,Tier 3,267873
CUST01572,35,15000,Self-Employed,688,1,7250,0.71,1,0,Tier 1,18153
CUST01573,42,77820,Self-Employed,825,0,36812,0.88,0,1,Tier 2,182507
CUST01574,38,44369,Self-Employed,825,3,27093,0.73,1,4,Tier 2,90341
CUST01575,30,76024,Self-Employed,585,1,51714,0.68,1,3,Tier 3,89895
CUST01576,29,41169,Self-Employed,747,3,9030,0.79,0,2,Tier 1,55208
CUST01577,50,65341,Salaried,763,2,37439,0.74,2,0,Tier 1,125833
CUST01578,42,56743,Salaried,679,3,17670,0.82,0,1,Tier 3,77557
CUST01579,39,48253,Self-Employed,776,3,24517,0.87,0,5,Tier 3,112825
CUST01580,39,56587,Self-Employed,659,0,19926,0.74,0,2,Tier 3,73903
CUST01581,21,81706,Self-Employed,809,2,44815,0.94,0,7,Tier 3,198303
CUST01582,26,60222,Salaried,714,2,23810,0.96,1,2,Tier 3,84035
CUST01583,29,38432,Salaried,890,2,13552,0.92,0,1,Tier 2,92273
CUST01584,26,46991,Self-Employed,716,3,10636,0.69,0,1,Tier 3,59638
CUST01585,47,73136,Self-Employed,708,3,35347,0.73,1,2,Tier 2,89288
CUST01586,41,38983,Self-Employed,709,2,15154,0.71,0,2,Tier 1,49884
CUST01587,35,71167,Self-Employed,680,3,47085,0.79,0,3,Tier 1,95740
CUST01588,48,81071,Self-Employed,745,1,44709,0.87,0,1,Tier 3,113748
CUST01589,25,50655,Salaried,596,3,25482,0.7,1,2,Tier 1,60725
CUST01590,45,22802,Salaried,841,1,10057,0.93,0,3,Tier 3,55126
CUST01591,44,47560,Self-Employed,577,2,21222,0.65,0,1,Tier 3,58806
CUST01592,30,99367,Self-Employed,787,2,41534,0.84,0,2,Tier 2,228882
CUST01593,40,81331,Self-Employed,860,1,34435,0.9,1,4,Tier 3,182593
CUST01594,41,15000,Self-Employed,648,0,8442,0.56,0,3,Tier 2,17539
CUST01595,35,111455,Self-Employed,758,1,50485,1.0,0,2,Tier 2,278638
CUST01596,38,78767,Self-Employed,686,2,49858,0.78,1,1,Tier 3,99139
