customer_id,age,monthly_income,employment_type,credit_score,existing_credit_cards,avg_monthly_spend,repayment_ratio,missed_payments_last_6m,loan_accounts,location_tier,recommended_credit_limit,spend_to_income_ratio,missed_payment_flag,credit_category,income_category,age_bucket
CUST00889,29,37187.0,Salaried,745.0,3,19799.0,0.74,1,1,Tier 3,45684,0.5324172425847743,1,Excellent,Low,Young
CUST00890,35,87217.0,Self-Employed,636.0,0,21520.0,0.58,1,2,Tier 2,96908,0.2467408876709815,1,Fair,High,Adult
CUST00891,41,40114.0,Salaried,666.0,2,12533.0,1.0,1,3,Tier 3,57162,0.3124345614997257,0,Fair,Medium,Adult
CUST00892,30,105858.0,Self-Employed,585.0,2,27420.0,0.64,1,2,Tier 1,122082,0.2590262427024882,1,Fair,High,Adult
CUST00893,35,59927.0,Self-Employed,630.0,1,29363.0,0.49,1,2,Tier 2,62615,0.4899794750279507,1,Fair,Medium,Adult
CUST00894,28,15000.0,Self-Employed,638.0,2,4923.0,0.74,0,1,Tier 2,19575,0.3282,1,Fair,Low,Young
CUST00895,40,65196.0,Salaried,652.0,1,30381.0,0.78,0,2,Tier 1,87111,0.4659948463095895,1,Fair,Medium,Adult
CUST00896,25,49999.0,Salaried,809.0,1,13522.0,0.96,0,0,Tier 3,122571,0.2704454089081781,0,Excellent,Medium,Young
CUST00897,28,20003.0,Salaried,719.0,1,6719.0,0.85,1,2,Tier 2,26285,0.3358996150577413,1,Good,Low,Young
CUST00898,26,63129.0,Salaried,563.0,2,30784.0,0.61,0,2,Tier 1,76375,0.4876364269986852,1,Poor,Medium,Young
CUST00899,23,118236.0,Self-Employed,792.0,3,24732.0,0.98,0,0,Tier 3,293101,0.2091748705977874,0,Excellent,High,Young
CUST00900,25,108298.0,Self-Employed,725.0,1,57364.0,0.94,0,3,Tier 3,157445,0.5296866054774788,0,Good,High,Young
CUST00901,24,48111.0,Self-Employed,776.0,2,16105.0,0.9,1,3,Tier 3,107978,0.334746731516701,0,Excellent,Medium,Young
CUST00902,30,46552.0,Salaried,581.0,3,28458.0,0.56,1,1,Tier 1,51131,0.6113163773844303,1,Fair,Medium,Adult
CUST00903,28,82744.0,Salaried,605.0,3,31660.0,0.83,3,0,Tier 1,94935,0.3826259305810693,1,Fair,High,Young
CUST00904,34,59432.0,Salaried,837.0,0,13019.0,1.0,2,0,Tier 2,133722,0.2190570736303674,0,Excellent,Medium,Adult
CUST00905,50,37375.0,Salaried,767.0,1,9920.0,0.92,1,3,Tier 2,84860,0.2654180602006689,0,Excellent,Low,Senior
CUST00906,31,90349.0,Self-Employed,690.0,2,52623.0,0.77,0,3,Tier 1,119722,0.5824414215984681,1,Good,High,Adult
CUST00907,36,79357.0,Salaried,717.0,1,34747.0,0.95,0,2,Tier 2,116093,0.4378567738195748,0,Good,Medium,Adult
CUST00908,45,82519.0,Self-Employed,680.0,2,31296.0,0.71,3,0,Tier 2,87416,0.3792581102533962,1,Good,High,Adult
CUST00909,36,52160.0,Salaried,900.0,3,27278.0,1.0,0,0,Tier 1,130399,0.522967791411043,0,Excellent,Medium,Adult
CUST00910,21,41942.0,Self-Employed,684.0,2,16784.0,0.85,0,3,Tier 1,58206,0.4001716656334939,1,Good,Medium,Young
CUST00911,24,74329.0,Self-Employed,573.0,1,24654.0,0.68,0,0,Tier 1,93759,0.3316874974774314,1,Poor,Medium,Young
CUST00912,45,91760.0,Self-Employed,788.0,2,44713.0,0.9,1,2,Tier 3,206496,0.4872820401046207,0,Excellent,High,Adult
CUST00913,42,52631.0,Self-Employed,648.0,3,29396.0,0.82,0,3,Tier 1,71748,0.5585301438315822,1,Fair,Medium,Adult
CUST00914,39,46818.0,Self-Employed,519.0,3,18991.0,0.56,3,1,Tier 3,44112,0.4056345849886795,1,Poor,Medium,Adult
CUST00915,31,54354.0,Salaried,654.0,3,23141.0,0.56,2,1,Tier 1,55383,0.4257460352503955,1,Fair,Medium,Adult
CUST00916,21,110629.0,Self-Employed,805.0,3,64727.125,0.96,3,2,Tier 1,229428,0.5850827992660153,0,Excellent,High,Young
CUST00917,27,32084.0,Self-Employed,797.0,3,10483.0,0.76,1,2,Tier 2,66772,0.3267360678219673,1,Excellent,Low,Young
CUST00918,40,44646.0,Salaried,831.0,3,16039.0,1.0,2,2,Tier 2,100454,0.3592483089190521,0,Excellent,Medium,Adult
CUST00919,38,121269.0,Self-Employed,761.0,0,30901.0,0.79,0,2,Tier 1,270937,0.2548136786812788,1,Excellent,High,Adult
CUST00920,23,66816.0,Self-Employed,817.0,0,26385.0,1.0,0,2,Tier 2,167039,0.3948904454022988,0,Excellent,Medium,Young
CUST00921,45,53333.0,Salaried,804.0,0,19328.0,0.87,0,2,Tier 1,124836,0.3624022650141563,1,Excellent,Medium,Adult
CUST00922,26,83635.0,Self-Employed,658.0,1,34937.0,0.81,1,3,Tier 2,107476,0.417731810844742,1,Fair,High,Young
CUST00923,39,107653.0,Self-Employed,774.0,1,62411.0,0.89,1,1,Tier 3,241345,0.5797423202325992,1,Excellent,High,Adult
CUST00924,39,15000.0,Self-Employed,854.0,2,10245.0,1.0,1,0,Tier 2,35625,0.683,0,Excellent,Low,Adult
CUST00925,45,79022.0,Self-Employed,781.0,0,42365.0,0.74,1,1,Tier 3,162205,0.5361165245121612,1,Excellent,Medium,Adult
CUST00926,28,68187.0,Salaried,601.0,3,29637.0,0.64,0,4,Tier 1,83764,0.4346429671344978,1,Fair,Medium,Young
CUST00927,47,15000.0,Self-Employed,900.0,0,6357.0,1.0,0,1,Tier 1,37500,0.4238,0,Excellent,Low,Adult
CUST00928,32,116615.0,Self-Employed,786.0,1,49723.0,0.92,1,2,Tier 2,265775,0.4263859709299832,0,Excellent,High,Adult
CUST00929,51,44184.0,Self-Employed,667.0,1,18605.0,0.88,0,1,Tier 3,62176,0.4210800289697628,1,Fair,Medium,Senior
CUST00930,28,71047.0,Self-Employed,708.0,2,16451.0,0.82,0,1,Tier 1,96796,0.2315509451489859,1,Good,Medium,Young
CUST00931,41,57856.0,Self-Employed,810.0,1,28613.0,0.81,0,3,Tier 2,130580,0.4945554480088495,1,Excellent,Medium,Adult
CUST00932,46,15000.0,Self-Employed,701.0,2,7062.0,0.89,0,1,Tier 2,21246,0.4708,1,Good,Low,Adult
CUST00933,28,31731.0,Salaried,718.0,0,9070.0,0.82,0,1,Tier 1,43351,0.2858403454035486,1,Good,Low,Young
CUST00934,50,102392.0,Self-Employed,830.0,2,21257.0,0.84,0,0,Tier 3,234876,0.20760410969607,1,Excellent,High,Senior
CUST00935,28,38835.0,Salaried,716.0,1,8048.0,0.83,1,0,Tier 3,50337,0.2072357409553238,1,Good,Low,Young
CUST00936,44,37323.0,Salaried,704.0,3,24150.0,0.78,0,2,Tier 1,49693,0.6470540953299574,1,Good,Low,Adult
CUST00937,42,21172.0,Salaried,684.0,3,6688.0,0.97,0,2,Tier 2,31314,0.3158889098809749,0,Good,Low,Adult
CUST00938,34,25567.0,Salaried,549.0,2,16282.0,0.57,0,1,Tier 1,30106,0.6368365471115109,1,Poor,Low,Adult
CUST00939,50,127769.0,Self-Employed,631.0,0,64727.125,0.67,1,4,Tier 1,150299,0.5065949095633526,1,Fair,High,Senior
CUST00940,32,90064.0,Salaried,737.0,2,21874.0,0.98,1,1,Tier 1,127317,0.2428717356546456,0,Good,High,Adult
CUST00941,31,39373.0,Salaried,648.0,0,14203.0,0.68,1,0,Tier 1,46586,0.3607294338760064,1,Fair,Low,Adult
CUST00942,35,105650.0,Self-Employed,721.0,0,57100.0,0.67,1,1,Tier 2,124714,0.5404637955513488,1,Good,High,Adult
CUST00943,28,124309.0,Self-Employed,751.0,2,64727.125,0.77,1,3,Tier 2,259900,0.5206954041943865,1,Excellent,High,Young
CUST00944,28,30731.0,Salaried,574.0,1,6406.0,0.5,1,2,Tier 1,32274,0.2084540041000943,1,Poor,Low,Young
CUST00945,56,89813.0,Self-Employed,708.0,2,18491.0,0.79,1,5,Tier 1,113895,0.2058833353746117,1,Good,High,Senior
CUST00946,42,72436.0,Salaried,679.0,0,36637.0,0.83,1,1,Tier 3,93810,0.5057844165884366,1,Good,Medium,Adult
CUST00947,33,41098.0,Self-Employed,565.0,0,16635.0,0.69,1,0,Tier 1,49137,0.4047642221032653,1,Poor,Medium,Adult
CUST00948,42,40947.0,Salaried,733.0,1,21652.0,0.83,0,3,Tier 1,56323,0.528781107285027,1,Good,Medium,Adult
CUST00949,27,45950.0,Salaried,733.0,0,32117.0,0.9,1,3,Tier 1,62112,0.6989553862894451,0,Good,Medium,Young
CUST00950,21,56729.0,Self-Employed,621.0,3,38017.0,0.85,0,3,Tier 2,78566,0.6701510691180877,1,Fair,Medium,Young
CUST00951,34,40116.0,Salaried,601.0,2,12691.0,0.78,2,1,Tier 2,47423,0.3163575630671054,1,Fair,Medium,Adult
CUST00952,33,35681.0,Salaried,795.0,2,14316.0,1.0,2,0,Tier 2,80282,0.4012219388470054,0,Excellent,Low,Adult
CUST00953,34,103610.0,Salaried,686.0,3,56428.0,0.69,1,0,Tier 3,123314,0.5446192452465978,1,Good,High,Adult
CUST00954,45,62271.0,Salaried,839.0,3,14247.0,0.88,0,1,Tier 3,146095,0.228790287613817,1,Excellent,Medium,Adult
CUST00955,42,118003.0,Self-Employed,842.0,0,45138.0,0.94,0,2,Tier 3,285609,0.3825156987534215,0,Excellent,High,Adult
CUST00956,42,64920.0,Salaried,668.0,3,14595.0,0.78,1,0,Tier 3,81947,0.224815157116451,1,Fair,Medium,Adult
CUST00957,35,52154.0,Salaried,799.0,3,27287.0,0.82,2,2,Tier 3,105867,0.5232005215323848,1,Excellent,Medium,Adult
CUST00958,31,25043.0,Self-Employed,849.0,3,13085.0,1.0,0,0,Tier 1,62606,0.5225012977678393,0,Excellent,Low,Adult
CUST00959,27,82079.0,Self-Employed,682.0,1,48640.0,0.68,3,2,Tier 3,84895,0.5925998123758818,1,Good,High,Young
CUST00960,24,120279.0,Self-Employed,708.0,0,36401.0,0.69,2,3,Tier 2,134378,0.3026380332393851,1,Good,High,Young
CUST00961,35,62603.0,Self-Employed,778.0,2,21509.0,0.55,0,4,Tier 1,121510,0.3435777838122774,1,Excellent,Medium,Adult
CUST00962,40,89850.0,Self-Employed,605.0,1,60426.0,0.52,1,1,Tier 2,95415,0.6725208681135225,1,Fair,High,Adult
CUST00963,40,46995.0,Salaried,716.0,0,21712.0,1.0,2,1,Tier 2,63443,0.4620065964464305,0,Good,Medium,Adult
CUST00964,40,130285.0,Self-Employed,636.0,2,64727.125,0.6,2,4,Tier 1,137097,0.4968117972138005,1,Fair,High,Adult
CUST00965,31,75142.0,Self-Employed,766.0,2,27121.0,0.8,1,2,Tier 1,159479,0.3609299725852386,1,Excellent,Medium,Adult
CUST00966,35,50835.0,Self-Employed,771.0,2,11843.0,0.78,3,0,Tier 3,94345,0.2329694108389889,1,Excellent,Medium,Adult
CUST00967,28,53033.0,Salaried,638.0,3,19277.0,0.91,0,3,Tier 1,75926,0.3634906567608847,0,Fair,Medium,Young
CUST00968,38,54313.0,Salaried,735.0,0,22960.0,0.89,0,2,Tier 2,76832,0.4227348885165614,1,Good,Medium,Adult
CUST00969,28,21517.0,Salaried,872.0,2,7860.0,0.98,0,0,Tier 3,53307,0.3652925593716596,0,Excellent,Low,Young
CUST00970,53,27759.0,Salaried,626.0,2,14695.0,0.69,0,1,Tier 2,35083,0.5293778594329767,1,Fair,Low,Senior
CUST00971,35,86153.0,Salaried,851.0,2,49537.0,0.85,1,1,Tier 3,188312,0.5749886829245644,1,Excellent,High,Adult
CUST00972,42,52727.0,Salaried,720.0,2,24382.0,0.58,0,1,Tier 2,62344,0.4624196332049993,1,Good,Medium,Adult
CUST00973,44,30595.0,Salaried,611.0,0,19978.0,0.65,2,1,Tier 2,33158,0.6529825134825952,1,Fair,Low,Adult
CUST00974,28,37365.0,Self-Employed,663.0,1,23873.0,1.0,0,2,Tier 1,56047,0.638913421651278,0,Fair,Low,Young
CUST00975,34,93869.0,Salaried,796.0,0,23048.0,0.75,0,3,Tier 2,204805,0.2455336692624828,1,Excellent,High,Adult
CUST00976,34,71364.0,Salaried,620.0,3,46060.0,0.71,2,0,Tier 2,80658,0.6454234628103805,1,Fair,Medium,Adult
CUST00977,22,46314.0,Salaried,703.0,1,17545.0,0.86,2,2,Tier 2,57793,0.3788271365030012,1,Good,Medium,Young
CUST00978,25,125890.0,Self-Employed,820.0,1,50681.0,1.0,1,3,Tier 3,298988,0.4025816188736198,0,Excellent,High,Young
CUST00979,44,48781.0,Salaried,797.0,1,32808.0,0.91,0,2,Tier 3,116401,0.6725569381521495,0,Excellent,Medium,Adult
CUST00980,49,92674.0,Self-Employed,761.0,1,51657.0,0.86,0,2,Tier 2,214895,0.5574055290588514,1,Excellent,High,Adult
CUST00981,30,38436.0,Salaried,743.0,2,25154.0,0.76,0,0,Tier 1,50781,0.6544385471953377,1,Excellent,Low,Adult
CUST00982,39,122748.0,Self-Employed,676.0,0,59378.0,0.76,0,1,Tier 2,162318,0.4837390425913253,1,Good,High,Adult
CUST00983,27,15000.0,Salaried,677.0,2,6419.0,0.83,0,1,Tier 1,20628,0.4279333333333333,1,Good,Low,Young
CUST00984,42,46492.0,Salaried,712.0,0,17873.0,0.74,1,1,Tier 2,57240,0.3844317301901402,1,Good,Medium,Adult
CUST00985,26,32286.0,Salaried,670.0,3,6637.0,0.82,0,3,Tier 2,44125,0.2055689772656879,1,Good,Low,Young
CUST00986,35,53677.0,Salaried,859.0,1,37061.0,0.91,0,0,Tier 2,128301,0.6904446969838106,0,Excellent,Medium,Adult
CUST00987,34,25823.0,Salaried,674.0,3,15186.0,0.59,0,0,Tier 1,30884,0.5880803934477017,1,Good,Low,Adult
CUST00988,38,76857.0,Self-Employed,670.0,3,16081.0,0.71,1,2,Tier 3,92607,0.2092327309158567,1,Good,Medium,Adult
CUST00989,44,58342.0,Salaried,641.0,2,16997.0,0.63,1,2,Tier 3,67140,0.2913338589695245,1,Fair,Medium,Adult
CUST00990,35,93730.0,Self-Employed,616.0,0,24257.0,0.68,1,2,Tier 3,111379,0.2587965432625627,1,Fair,High,Adult
CUST00991,39,93376.0,Self-Employed,772.0,1,28128.0,0.86,1,1,Tier 3,205202,0.3012337217272104,1,Excellent,High,Adult
CUST00992,38,80247.0,Self-Employed,701.0,1,50667.0,0.5,1,1,Tier 1,84157,0.6313880892743654,1,Good,High,Adult
CUST00993,29,17657.0,Self-Employed,635.0,3,10273.0,0.68,1,2,Tier 2,20904,0.5818089143116044,1,Fair,Low,Young
CUST00994,43,54596.0,Self-Employed,651.0,2,25643.0,0.65,0,1,Tier 2,67693,0.4696864239138398,1,Fair,Medium,Adult
CUST00995,24,68809.0,Salaried,734.0,3,37856.0,0.78,1,1,Tier 2,86879,0.5501605894577745,1,Good,Medium,Young
CUST00996,36,73008.0,Self-Employed,892.0,3,27123.0,1.0,0,2,Tier 1,182521,0.3715072320841551,0,Excellent,Medium,Adult
CUST00997,31,67183.0,Self-Employed,813.0,0,42615.0,0.83,4,1,Tier 3,120373,0.6343122516112707,1,Excellent,Medium,Adult
CUST00998,31,66371.0,Self-Employed,644.0,3,22802.0,0.74,1,1,Tier 1,81667,0.3435536604842476,1,Fair,Medium,Adult
CUST00999,48,50327.0,Salaried,641.0,1,12225.0,0.73,1,2,Tier 2,61465,0.2429113597075128,1,Fair,Medium,Adult
CUST01000,34,43803.0,Self-Employed,786.0,3,27016.0,0.92,0,2,Tier 2,105164,0.6167614090359108,0,Excellent,Medium,Adult
CUST01001,30,128076.0,Self-Employed,730.0,1,29168.0,0.9,0,1,Tier 2,182104,0.2277397795059183,0,Good,High,Adult
CUST01002,21,48681.0,Salaried,817.0,3,22671.0,0.9,0,4,Tier 3,115770,0.4657053059715289,0,Excellent,Medium,Young
CUST01003,32,21573.0,Salaried,860.0,1,9425.0,1.0,0,0,Tier 2,53932,0.4368887034719325,0,Excellent,Low,Adult
CUST01004,53,37746.0,Salaried,792.0,3,12341.0,0.95,0,0,Tier 3,91863,0.3269485508398241,0,Excellent,Low,Senior
CUST01005,40,69022.0,Salaried,640.0,3,34336.0,0.63,1,3,Tier 3,79312,0.4974645765118368,1,Fair,Medium,Adult
CUST01006,30,20438.0,Self-Employed,861.0,0,13993.0,0.97,1,0,Tier 3,47757,0.6846560328799295,0,Excellent,Low,Adult
CUST01007,25,31900.0,Self-Employed,806.0,2,11484.0,1.0,0,1,Tier 2,79749,0.36,0,Excellent,Low,Young
CUST01008,25,31576.0,Self-Employed,655.0,1,14950.0,0.7,2,4,Tier 3,35434,0.4734608563465923,1,Fair,Low,Young
CUST01009,33,86801.0,Salaried,791.0,1,25807.0,0.94,0,2,Tier 1,209968,0.2973122429465098,0,Excellent,High,Adult
CUST01010,28,43071.0,Salaried,778.0,2,23781.0,0.95,0,1,Tier 3,104882,0.5521348471129066,0,Excellent,Medium,Young
CUST01011,44,104385.0,Self-Employed,821.0,1,52957.0,0.91,1,2,Tier 3,235582,0.5073238492120515,0,Excellent,High,Adult
CUST01012,35,65582.0,Salaried,733.0,1,31037.0,0.66,1,3,Tier 2,76785,0.4732548565155073,1,Good,Medium,Adult
CUST01013,36,76814.0,Self-Employed,726.0,3,25105.0,0.86,0,2,Tier 1,107024,0.3268284427317937,1,Good,Medium,Adult
CUST01014,44,53899.0,Salaried,687.0,2,11695.0,0.75,0,2,Tier 2,70792,0.216979906862836,1,Good,Medium,Adult
CUST01015,39,81840.0,Salaried,672.0,1,49054.0,0.76,0,5,Tier 1,108069,0.5993890518084066,1,Good,High,Adult
CUST01016,38,15000.0,Self-Employed,688.0,1,6678.0,0.7,2,1,Tier 1,16921,0.4452,1,Good,Low,Adult
CUST01017,28,102673.0,Self-Employed,585.0,1,64727.125,0.7,1,2,Tier 2,123387,0.630420120187391,1,Fair,High,Young
CUST01018,34,29868.0,Salaried,661.0,2,14218.0,0.77,2,0,Tier 2,35059,0.4760278558992902,1,Fair,Low,Adult
CUST01019,23,37017.0,Salaried,688.0,3,22565.0,0.91,0,2,Tier 1,53089,0.6095847853688846,0,Good,Low,Young
CUST01020,48,64886.0,Salaried,804.0,2,37039.0,0.87,0,3,Tier 1,151816,0.5708319205992047,1,Excellent,Medium,Adult
CUST01021,37,80025.0,Self-Employed,757.0,3,30497.0,0.79,2,2,Tier 1,159187,0.3810934083099032,1,Excellent,High,Adult
CUST01022,44,48063.0,Salaried,765.0,2,13757.0,0.81,2,3,Tier 1,96861,0.2862284917712169,1,Excellent,Medium,Adult
CUST01023,33,93279.0,Self-Employed,761.0,1,37272.0,0.96,1,1,Tier 1,217023,0.3995754671469462,0,Excellent,High,Adult
CUST01024,46,30880.0,Salaried,550.0,1,10128.0,0.49,1,0,Tier 2,32216,0.327979274611399,1,Poor,Low,Adult
CUST01025,32,42714.0,Salaried,882.0,2,15949.0,0.99,0,2,Tier 3,106055,0.3733904574612539,0,Excellent,Medium,Adult
CUST01026,34,96227.0,Self-Employed,733.0,2,19818.0,0.6,1,0,Tier 3,107895,0.2059505128498238,1,Good,High,Adult
CUST01027,40,53842.0,Salaried,727.0,3,29437.0,0.82,3,4,Tier 3,61229,0.5467293191189034,1,Good,Medium,Adult
CUST01028,41,54271.0,Salaried,593.0,3,35789.0,0.77,1,0,Tier 1,67979,0.6594497982347847,1,Fair,Medium,Adult
CUST01029,21,58515.0,Self-Employed,671.0,1,36140.0,0.73,1,2,Tier 1,71595,0.6176194138255148,1,Good,Medium,Young
CUST01030,41,69311.0,Self-Employed,705.0,1,22736.0,0.73,0,0,Tier 3,90032,0.3280287400268356,1,Good,Medium,Adult
CUST01031,30,16697.0,Salaried,559.0,2,3887.0,0.76,2,2,Tier 1,19569,0.2327963107144996,1,Poor,Low,Adult
CUST01032,44,22929.0,Self-Employed,653.0,1,12125.0,0.75,0,1,Tier 1,30041,0.5288063151467574,1,Fair,Low,Adult
CUST01033,35,15000.0,Salaried,695.0,1,4732.0,0.76,1,2,Tier 3,18725,0.3154666666666667,1,Good,Low,Adult
CUST01034,37,71336.0,Salaried,583.0,2,48900.0,0.65,0,2,Tier 3,88411,0.6854883929572726,1,Fair,Medium,Adult
CUST01035,22,43955.0,Salaried,762.0,1,14793.0,0.93,0,3,Tier 2,106289,0.336548743032647,0,Excellent,Medium,Young
CUST01036,44,51774.0,Salaried,802.0,3,30006.0,0.96,0,2,Tier 3,127127,0.5795573067562869,0,Excellent,Medium,Adult
CUST01037,21,61296.0,Salaried,774.0,3,20304.0,0.79,2,2,Tier 2,121535,0.3312451057165231,1,Excellent,Medium,Young
CUST01038,26,96393.0,Self-Employed,679.0,3,34161.0,0.58,0,0,Tier 2,114140,0.3543929538451962,1,Good,High,Young
CUST01039,27,58748.0,Salaried,659.0,0,13745.0,0.73,3,2,Tier 1,63204,0.2339654115884796,1,Fair,Medium,Young
CUST01040,46,85252.0,Self-Employed,750.0,1,17614.0,0.93,0,1,Tier 3,123103,0.2066109885985079,0,Excellent,High,Adult
CUST01041,39,64028.0,Self-Employed,734.0,2,41188.0,0.74,1,0,Tier 3,78777,0.6432810645342663,1,Good,Medium,Adult
CUST01042,35,56517.0,Salaried,735.0,3,35346.0,1.0,1,0,Tier 2,80455,0.6254047454748128,0,Good,Medium,Adult
CUST01043,22,44540.0,Salaried,695.0,2,28119.0,0.84,1,0,Tier 2,58088,0.6313201616524472,1,Good,Medium,Young
CUST01044,29,47876.0,Salaried,691.0,0,9993.0,0.83,1,1,Tier 1,62061,0.2087267106692288,1,Good,Medium,Young
CUST01045,41,92092.0,Self-Employed,669.0,1,38360.0,0.73,1,1,Tier 2,112822,0.416539981757373,1,Fair,High,Adult
CUST01046,45,30546.0,Salaried,598.0,0,6392.0,0.58,0,3,Tier 2,36134,0.2092581680089046,1,Fair,Low,Adult
CUST01047,41,84192.0,Self-Employed,638.0,3,42605.0,0.64,2,1,Tier 1,90952,0.5060457050551121,1,Fair,High,Adult
CUST01048,43,105907.0,Self-Employed,698.0,1,24006.0,0.81,2,2,Tier 2,128177,0.2266705694618863,1,Good,High,Adult
CUST01049,40,46344.0,Salaried,650.0,1,16345.0,0.7,2,2,Tier 1,52233,0.3526885896771966,1,Fair,Medium,Adult
CUST01050,46,53385.0,Salaried,659.0,0,26409.0,0.63,1,1,Tier 2,61231,0.4946895195279573,1,Fair,Medium,Adult
CUST01051,42,70991.0,Self-Employed,827.0,3,31798.0,0.85,1,1,Tier 2,155276,0.4479159330055922,1,Excellent,Medium,Adult
CUST01052,31,49802.0,Self-Employed,854.0,3,28837.0,1.0,0,1,Tier 3,124505,0.5790329705634312,0,Excellent,Medium,Adult
CUST01053,39,15109.0,Salaried,664.0,1,9860.0,0.7,0,1,Tier 1,19280,0.6525911708253359,1,Fair,Low,Adult
CUST01054,38,53974.0,Salaried,757.0,0,17878.0,0.94,0,1,Tier 2,130819,0.3312335568977655,0,Excellent,Medium,Adult
CUST01055,40,85023.0,Salaried,673.0,1,24770.0,0.9,0,2,Tier 1,120962,0.2913329334415393,0,Good,High,Adult
CUST01056,41,72262.0,Self-Employed,658.0,0,46580.0,0.62,3,2,Tier 1,71338,0.6445988209570729,1,Fair,Medium,Adult
CUST01057,32,36969.0,Salaried,725.0,3,14762.0,0.88,0,1,Tier 3,51996,0.3993075279288052,1,Good,Low,Adult
CUST01058,21,97163.0,Self-Employed,504.5,2,49612.0,0.34,0,4,Tier 2,97828,0.5106058890730011,1,Poor,High,Young
CUST01059,39,52384.0,Salaried,661.0,3,30290.0,0.92,1,1,Tier 1,71474,0.5782299938912645,0,Fair,Medium,Adult
CUST01060,37,50624.0,Self-Employed,623.0,1,26460.0,0.86,0,1,Tier 2,70494,0.5226769911504425,1,Fair,Medium,Adult
CUST01061,35,15000.0,Self-Employed,634.0,1,6179.0,0.77,2,4,Tier 3,17691,0.4119333333333333,1,Fair,Low,Adult
CUST01062,25,66227.0,Self-Employed,550.0,1,23739.0,0.49,0,0,Tier 3,73891,0.3584489709635043,1,Poor,Medium,Young
CUST01063,34,51670.0,Self-Employed,783.0,2,10436.0,0.78,1,1,Tier 1,108211,0.2019740661892781,1,Excellent,Medium,Adult
CUST01064,35,15000.0,Salaried,772.0,1,6716.0,0.81,0,2,Tier 1,34014,0.4477333333333333,1,Excellent,Low,Adult
CUST01065,27,60895.0,Self-Employed,879.0,2,39575.0,0.85,1,1,Tier 3,133304,0.6498891534608753,1,Excellent,Medium,Young
CUST01066,33,55583.0,Salaried,707.0,2,14709.0,0.75,4,0,Tier 3,56235,0.2646312721515571,1,Good,Medium,Adult
CUST01067,43,63520.0,Self-Employed,746.0,3,19263.0,0.76,0,1,Tier 3,83956,0.3032588161209068,1,Excellent,Medium,Adult
CUST01068,32,83767.0,Self-Employed,824.0,3,40752.0,0.74,1,1,Tier 3,171801,0.4864922941014958,1,Excellent,High,Adult
CUST01069,22,62361.0,Salaried,747.0,3,22439.0,0.98,0,1,Tier 1,92407,0.3598242491300653,0,Excellent,Medium,Young
CUST01070,21,70572.0,Self-Employed,825.0,2,45361.0,0.97,0,1,Tier 1,173711,0.6427620019271099,0,Excellent,Medium,Young
CUST01071,42,35158.0,Salaried,731.0,0,10108.0,0.84,2,3,Tier 2,43164,0.287502133227146,1,Good,Low,Adult
CUST01072,39,71867.0,Salaried,633.0,2,48550.0,0.74,2,0,Tier 1,82777,0.6755534529060626,1,Fair,Medium,Adult
CUST01073,29,63315.0,Salaried,900.0,1,19573.0,0.95,0,2,Tier 3,154397,0.3091368554055121,0,Excellent,Medium,Young
CUST01074,39,42603.0,Salaried,738.0,0,18041.0,0.74,0,2,Tier 2,55725,0.423467830903927,1,Good,Medium,Adult
CUST01075,34,65639.0,Salaried,714.0,1,42711.0,0.7,0,0,Tier 3,83463,0.6506954706805406,1,Good,Medium,Adult
CUST01076,29,111037.0,Self-Employed,583.0,0,26082.0,0.57,0,2,Tier 1,130731,0.2348946747480569,1,Fair,High,Young
CUST01077,26,48184.0,Self-Employed,706.0,2,26391.0,0.7,0,3,Tier 3,61466,0.5477129337539433,1,Good,Medium,Young
CUST01078,31,84874.0,Self-Employed,682.0,3,40818.0,0.7,1,3,Tier 1,101640,0.4809246647972288,1,Good,High,Adult
CUST01079,21,110436.0,Self-Employed,792.0,1,38245.0,0.81,0,2,Tier 2,250531,0.3463091745445326,1,Excellent,High,Young
CUST01080,31,56787.0,Salaried,768.0,1,12399.0,1.0,0,3,Tier 1,141968,0.2183422262137461,0,Excellent,Medium,Adult
CUST01081,38,88824.0,Salaried,727.0,2,22730.0,0.65,1,1,Tier 2,103330,0.2558993064937404,1,Good,High,Adult
CUST01082,26,50381.0,Salaried,768.0,3,30191.0,0.82,0,2,Tier 1,114377,0.599253686905778,1,Excellent,Medium,Young
CUST01083,49,66603.0,Salaried,749.0,2,42297.0,0.67,2,1,Tier 2,73258,0.6350614837169497,1,Excellent,Medium,Adult
CUST01084,42,81386.0,Salaried,695.0,2,19041.0,0.7,0,3,Tier 2,103807,0.2339591575946723,1,Good,High,Adult
CUST01085,37,40284.0,Salaried,669.0,0,18441.0,0.6,1,3,Tier 2,45282,0.4577747989276139,1,Fair,Medium,Adult
CUST01086,32,43718.0,Salaried,740.0,0,14039.0,0.87,0,5,Tier 3,61384,0.3211263095292557,1,Excellent,Medium,Adult
CUST01087,33,64052.0,Self-Employed,730.0,3,18340.0,0.81,3,4,Tier 2,72741,0.2863298569911947,1,Good,Medium,Adult
CUST01088,45,88327.0,Self-Employed,723.0,0,57516.0,0.76,2,3,Tier 2,103377,0.6511712160494526,1,Good,High,Adult
CUST01089,33,42099.0,Salaried,744.0,0,10131.0,0.83,2,1,Tier 2,51504,0.2406470462481294,1,Excellent,Medium,Adult
