age,monthly_income,employment_type,credit_score,existing_credit_cards,avg_monthly_spend,repayment_ratio,missed_payments_last_6m,loan_accounts,location_tier,spend_to_income_ratio,missed_payment_flag,credit_category,income_category,age_bucket,recommended_credit_limit
47,43502.0,Self-Employed,683.0,2,30173.0,0.71,1,0,Tier 2,0.693600294,1,Good,Medium,Adult,52401
41,99747.0,Self-Employed,635.0,3,46774.0,0.76,0,0,Tier 3,0.468926384,1,Fair,High,Adult,131794
43,58230.0,Salaried,805.0,1,19746.0,1.0,0,1,Tier 3,0.339103555,0,Excellent,Medium,Adult,145575
36,31814.0,Salaried,556.0,2,12650.0,0.55,3,0,Tier 1,0.397623688,1,Poor,Low,Adult,29760
39,122748.0,Self-Employed,676.0,0,59378.0,0.76,0,1,Tier 2,0.483739043,1,Good,High,Adult,162318
46,76823.0,Self-Employed,636.0,2,30564.0,0.73,2,2,Tier 1,0.397849602,1,Fair,Medium,Adult,87980
34,35006.0,Salaried,796.0,1,10839.0,0.9,0,0,Tier 1,0.309632634,0,Excellent,Low,Adult,83172
34,37971.0,Salaried,647.0,2,11231.0,0.71,2,3,Tier 3,0.295778357,1,Fair,Low,Adult,42961
22,109728.0,Self-Employed,622.0,3,29119.0,0.71,1,1,Tier 1,0.26537438,1,Fair,High,Young,132682
32,94491.0,Self-Employed,694.0,3,56020.0,0.68,1,0,Tier 2,0.592860696,1,Good,High,Adult,111704
38,89454.0,Self-Employed,702.0,1,22943.0,0.8,0,0,Tier 2,0.25647819,1,Good,High,Adult,120732
23,43782.0,Salaried,900.0,0,17729.0,0.94,0,0,Tier 1,0.404938102,0,Excellent,Medium,Young,106227
26,49026.0,Salaried,699.0,2,15396.0,0.81,1,1,Tier 3,0.31403745,1,Good,Medium,Young,62985
25,48055.0,Self-Employed,638.0,0,16914.0,0.78,2,1,Tier 3,0.351971699,1,Fair,Medium,Young,56830
33,62592.0,Self-Employed,749.0,2,34624.0,0.9,0,3,Tier 2,0.553169734,0,Excellent,Medium,Adult,89185
28,71047.0,Self-Employed,708.0,2,16451.0,0.82,0,1,Tier 1,0.231550945,1,Good,Medium,Young,96796
36,114489.0,Self-Employed,797.0,0,51434.0,0.98,0,2,Tier 1,0.449248399,0,Excellent,High,Adult,283440
40,83496.0,Salaried,811.0,2,45437.0,0.83,1,1,Tier 3,0.544181757,1,Excellent,High,Adult,180141
21,45428.0,Salaried,640.0,3,20281.0,0.79,1,3,Tier 3,0.446442723,1,Fair,Medium,Young,57546
30,67686.0,Salaried,702.0,0,41055.0,0.82,2,0,Tier 2,0.606550838,1,Good,Medium,Adult,82477
25,79155.0,Self-Employed,658.0,1,52399.0,0.76,0,1,Tier 1,0.66197966,1,Fair,Medium,Young,104702
29,33597.0,Salaried,636.0,3,10749.0,0.78,2,0,Tier 1,0.31993928,1,Fair,Low,Young,39912
30,17331.0,Salaried,798.0,2,11036.0,1.0,0,0,Tier 1,0.636778028,0,Excellent,Low,Adult,43328
39,15000.0,Self-Employed,854.0,2,10245.0,1.0,1,0,Tier 2,0.683,0,Excellent,Low,Adult,35625
26,100705.0,Self-Employed,721.0,0,22274.0,0.87,1,1,Tier 2,0.221180676,1,Good,High,Young,133582
42,60380.0,Self-Employed,863.0,0,39881.0,1.0,1,1,Tier 2,0.660500166,0,Excellent,Medium,Adult,143402
36,59301.0,Self-Employed,819.0,1,21549.0,0.88,0,1,Tier 2,0.363383417,1,Excellent,Medium,Adult,139457
21,67764.0,Salaried,551.0,2,25311.0,0.62,2,2,Tier 1,0.373516912,1,Poor,Medium,Young,72181
37,59436.0,Salaried,807.0,1,15952.0,0.81,2,4,Tier 3,0.268389528,1,Excellent,Medium,Adult,119397
49,65079.0,Salaried,786.0,0,40458.0,0.79,0,3,Tier 2,0.621675195,1,Excellent,Medium,Adult,145525
35,36716.0,Self-Employed,857.0,3,7640.0,0.93,0,1,Tier 1,0.208083669,0,Excellent,Low,Adult,88778
41,87103.0,Self-Employed,580.0,0,20315.0,0.63,0,1,Tier 1,0.233229625,1,Fair,High,Adult,106778
41,57638.0,Salaried,753.0,3,24756.0,0.81,1,3,Tier 3,0.42950831,1,Excellent,Medium,Adult,123178
24,62031.0,Self-Employed,726.0,1,28861.0,0.86,0,0,Tier 1,0.465267366,1,Good,Medium,Young,86458
33,19601.0,Salaried,824.0,1,9480.0,0.8,2,6,Tier 3,0.483648793,1,Excellent,Low,Adult,39236
45,77147.0,Salaried,706.0,1,47236.0,0.72,0,2,Tier 2,0.612285637,1,Good,Medium,Adult,99340
35,80820.0,Salaried,693.0,1,30208.0,0.62,2,1,Tier 2,0.373768869,1,Good,High,Adult,86175
31,91809.0,Self-Employed,674.0,3,39722.0,0.83,0,0,Tier 3,0.432659107,1,Good,High,Adult,125782
38,67547.0,Salaried,704.0,3,43779.0,0.86,0,2,Tier 2,0.64812649,1,Good,Medium,Adult,94438
36,71853.0,Self-Employed,715.0,1,36594.0,0.87,0,1,Tier 1,0.5092898,1,Good,Medium,Adult,100584
43,90369.0,Self-Employed,725.0,1,19993.0,0.82,1,2,Tier 2,0.221237371,1,Good,High,Adult,116640
37,86985.0,Self-Employed,797.0,2,54127.0,0.78,2,1,Tier 1,0.622256711,1,Excellent,High,Adult,172246
26,39577.0,Self-Employed,655.0,2,8620.0,0.82,1,1,Tier 3,0.21780327,1,Fair,Low,Young,51121
30,71831.0,Salaried,673.0,2,21438.0,0.75,0,3,Tier 3,0.29845053,1,Good,Medium,Adult,94085
29,69408.0,Self-Employed,681.0,0,36870.0,0.72,1,1,Tier 3,0.531206777,1,Good,Medium,Young,84373
45,48645.0,Salaried,817.0,2,14740.0,0.92,0,1,Tier 3,0.303011615,0,Excellent,Medium,Adult,116898
26,30196.0,Salaried,768.0,3,8800.0,0.77,0,1,Tier 2,0.291429328,1,Excellent,Low,Young,66622
32,37765.0,Salaried,738.0,2,16883.0,0.91,1,2,Tier 3,0.447054151,0,Good,Low,Adult,51255
48,23755.0,Salaried,774.0,2,9939.0,0.82,0,0,Tier 2,0.418396127,1,Excellent,Low,Adult,54144
35,32734.0,Salaried,715.0,2,13567.0,0.88,0,1,Tier 2,0.414462027,1,Good,Low,Adult,46186
38,16187.0,Salaried,641.0,1,7219.0,0.56,2,0,Tier 3,0.445975165,1,Fair,Low,Adult,16530
21,40256.0,Self-Employed,654.0,1,28075.0,0.65,5,0,Tier 3,0.697411566,1,Fair,Medium,Young,34610
36,15000.0,Self-Employed,678.0,2,10250.0,0.7,2,2,Tier 2,0.683333333,1,Good,Low,Adult,16895
35,57610.0,Salaried,775.0,0,33428.0,0.94,1,1,Tier 2,0.580246485,0,Excellent,Medium,Adult,132625
24,36162.0,Salaried,614.0,0,9145.0,0.67,1,4,Tier 3,0.252889774,1,Fair,Low,Young,42701
39,97918.0,Self-Employed,774.0,2,49251.0,0.88,2,0,Tier 2,0.502982087,1,Excellent,High,Adult,205768
34,51292.0,Self-Employed,735.0,1,14755.0,0.85,0,2,Tier 2,0.287666693,1,Good,Medium,Adult,71351
38,31113.0,Salaried,818.0,2,20745.0,1.0,0,2,Tier 2,0.666763089,0,Excellent,Low,Adult,77782
29,44073.0,Salaried,727.0,2,30780.0,0.84,0,2,Tier 3,0.698386767,1,Good,Medium,Young,60729
31,78099.0,Self-Employed,825.0,2,35283.0,0.94,0,1,Tier 1,0.45177275,0,Excellent,Medium,Adult,189550
33,67211.0,Self-Employed,636.0,1,13556.0,0.62,0,2,Tier 2,0.201693175,1,Fair,Medium,Adult,81573
53,88955.0,Salaried,700.0,2,44821.0,0.59,0,1,Tier 3,0.503861503,1,Good,High,Senior,105749
35,65582.0,Salaried,733.0,1,31037.0,0.66,1,3,Tier 2,0.473254857,1,Good,Medium,Adult,76785
34,54239.0,Salaried,622.0,1,25913.0,0.72,0,1,Tier 2,0.477755858,1,Fair,Medium,Adult,70069
41,50271.0,Salaried,764.0,2,21847.0,0.87,0,4,Tier 3,0.434584552,1,Excellent,Medium,Adult,117469
21,62817.0,Self-Employed,733.0,3,36127.0,0.89,0,3,Tier 3,0.575115017,1,Good,Medium,Young,89035
35,37188.0,Salaried,591.0,0,10030.0,0.87,1,0,Tier 1,0.269710659,1,Fair,Low,Adult,49281
36,47660.0,Salaried,627.0,1,15406.0,0.46,0,1,Tier 1,0.323248007,1,Fair,Medium,Adult,52040
43,69232.0,Salaried,828.0,3,34482.0,0.98,1,0,Tier 2,0.498064479,0,Excellent,Medium,Adult,162347
26,105457.0,Self-Employed,758.0,1,24732.0,0.72,1,0,Tier 1,0.234522128,1,Excellent,High,Young,213191
35,101745.0,Self-Employed,757.0,2,25788.0,1.0,0,1,Tier 3,0.253457172,0,Excellent,High,Adult,254362
36,80236.0,Self-Employed,693.0,3,44882.0,0.72,3,1,Tier 1,0.559374844,1,Good,High,Adult,85741
35,77825.0,Self-Employed,758.0,3,41913.0,0.99,0,1,Tier 3,0.538554449,0,Excellent,Medium,Adult,193851
35,59866.0,Self-Employed,805.0,2,28519.0,0.89,1,2,Tier 3,0.476380583,1,Excellent,Medium,Adult,133655
43,66105.0,Self-Employed,680.0,3,16531.0,0.68,0,3,Tier 2,0.250071855,1,Good,Medium,Adult,83475
35,67685.0,Self-Employed,817.0,0,14996.0,0.98,0,0,Tier 1,0.221555736,0,Excellent,Medium,Adult,167740
25,18731.0,Self-Employed,640.0,0,3879.0,0.69,0,2,Tier 1,0.207089851,1,Fair,Low,Young,23673
46,83406.0,Self-Employed,738.0,0,55082.0,0.91,0,0,Tier 3,0.660408124,0,Good,High,Adult,119724
28,50615.0,Self-Employed,778.0,1,21778.0,1.0,1,2,Tier 1,0.430267707,0,Excellent,Medium,Young,120209
46,65717.0,Self-Employed,805.0,1,30967.0,0.82,0,0,Tier 1,0.471217493,1,Excellent,Medium,Adult,149694
34,55690.0,Salaried,745.0,3,23622.0,0.68,0,1,Tier 2,0.42416951,1,Excellent,Medium,Adult,70033
39,69214.0,Salaried,760.0,1,47738.0,0.8,1,1,Tier 1,0.689715953,1,Excellent,Medium,Adult,146711
42,86842.0,Self-Employed,606.0,1,33918.0,0.54,2,0,Tier 3,0.390571383,1,Fair,High,Adult,87165
28,45146.0,Salaried,770.0,1,9715.0,0.91,0,2,Tier 1,0.215190715,0,Excellent,Medium,Young,107896
27,116040.0,Self-Employed,766.0,0,25029.0,0.74,1,1,Tier 2,0.215692865,1,Excellent,High,Young,237601
31,108713.0,Salaried,634.0,0,64727.125,0.75,2,1,Tier 2,0.595394525,1,Fair,High,Adult,126282
28,49559.0,Self-Employed,797.0,0,13272.0,0.93,0,3,Tier 1,0.267802014,0,Excellent,Medium,Young,119564
42,34493.0,Self-Employed,625.0,1,12537.0,0.76,0,1,Tier 1,0.363465051,1,Fair,Low,Adult,45603
43,67379.0,Salaried,742.0,3,14854.0,0.9,2,1,Tier 3,0.220454444,0,Excellent,Medium,Adult,86017
25,65515.0,Salaried,829.0,2,32221.0,0.76,0,0,Tier 2,0.491811036,1,Excellent,Medium,Young,144202
24,36913.0,Salaried,706.0,1,17961.0,0.65,1,2,Tier 3,0.486576545,1,Good,Low,Young,42782
42,63513.0,Self-Employed,664.0,0,22840.0,0.73,0,1,Tier 2,0.359611418,1,Fair,Medium,Adult,82258
21,67160.0,Salaried,653.0,3,30654.0,0.82,3,0,Tier 3,0.4564324,1,Fair,Medium,Young,76321
36,66001.0,Salaried,740.0,2,15001.0,0.9,0,0,Tier 1,0.227284435,0,Excellent,Medium,Adult,94142
34,45731.0,Salaried,616.0,0,10093.0,0.76,0,2,Tier 3,0.22070368,1,Fair,Medium,Adult,60443
32,33577.0,Self-Employed,598.0,3,19678.0,0.43,2,2,Tier 1,0.586055931,1,Fair,Low,Adult,30889
27,67013.0,Salaried,635.0,0,43115.0,0.78,1,1,Tier 1,0.643382627,1,Fair,Medium,Young,84503
31,113549.0,Self-Employed,621.0,1,55464.0,0.66,0,0,Tier 3,0.488458727,1,Fair,High,Adult,141020
37,61494.0,Salaried,666.0,1,19148.0,0.75,1,4,Tier 2,0.311379972,1,Fair,Medium,Adult,76029
37,71544.0,Salaried,833.0,1,32203.0,1.0,0,2,Tier 2,0.450114615,0,Excellent,Medium,Adult,178859
38,66707.0,Self-Employed,740.0,2,32708.0,0.84,1,1,Tier 1,0.490323354,1,Excellent,Medium,Adult,86832
35,50835.0,Self-Employed,771.0,2,11843.0,0.78,3,0,Tier 3,0.232969411,1,Excellent,Medium,Adult,94345
42,83085.0,Self-Employed,725.0,1,17258.0,0.76,2,1,Tier 2,0.207714991,1,Good,High,Adult,97027
39,64662.0,Self-Employed,646.0,3,38655.0,0.6,0,0,Tier 1,0.597800872,1,Fair,Medium,Adult,77760
39,125839.0,Self-Employed,870.0,1,63139.0,1.0,0,2,Tier 2,0.501744292,0,Excellent,High,Adult,314598
23,81829.0,Self-Employed,670.0,2,54948.0,0.63,0,2,Tier 3,0.67149788,1,Good,High,Young,100038
42,52552.0,Salaried,884.0,2,35600.0,1.0,1,1,Tier 3,0.677424265,0,Excellent,Medium,Adult,124811
26,65490.0,Self-Employed,713.0,1,37894.0,0.75,2,3,Tier 1,0.57862269,1,Good,Medium,Young,76252
26,49898.0,Salaried,667.0,0,13056.0,0.57,2,1,Tier 2,0.261653774,1,Fair,Medium,Young,51354
47,51766.0,Salaried,729.0,1,33779.0,0.64,1,0,Tier 1,0.65253255,1,Good,Medium,Adult,59616
33,81301.0,Self-Employed,705.0,0,41624.0,0.89,0,2,Tier 1,0.511974022,1,Good,High,Adult,115245
34,61772.0,Self-Employed,739.0,3,23424.0,0.92,0,2,Tier 3,0.379200932,0,Good,Medium,Adult,88825
41,46352.0,Self-Employed,688.0,1,31014.0,0.79,0,1,Tier 2,0.669097342,1,Good,Medium,Adult,62213
52,25715.0,Salaried,688.0,3,9078.0,0.76,1,1,Tier 1,0.353023527,1,Good,Low,Senior,31945
41,61755.0,Self-Employed,749.0,1,18009.0,0.76,0,1,Tier 2,0.291620112,1,Excellent,Medium,Adult,81404
28,66971.0,Self-Employed,697.0,0,37822.0,0.8,0,2,Tier 2,0.564751908,1,Good,Medium,Young,90647
35,15000.0,Self-Employed,764.0,1,10427.0,0.8,3,0,Tier 3,0.695133333,1,Excellent,Low,Adult,28077
28,55428.0,Salaried,804.0,3,30337.0,1.0,0,0,Tier 3,0.547322653,0,Excellent,Medium,Young,138569
27,69326.0,Self-Employed,789.0,3,29473.0,0.81,0,1,Tier 2,0.425136312,1,Excellent,Medium,Young,157203
36,66471.0,Salaried,721.0,3,41862.0,0.81,2,0,Tier 3,0.6297784,1,Good,Medium,Adult,80199
21,96789.0,Self-Employed,866.0,3,61272.0,0.93,0,1,Tier 2,0.633047144,0,Excellent,High,Young,234010
36,54483.0,Salaried,717.0,2,18669.0,0.96,0,3,Tier 1,0.342657343,0,Good,Medium,Adult,80255
35,96896.0,Self-Employed,732.0,3,64727.125,0.88,0,2,Tier 2,0.668006161,1,Good,High,Adult,136550
51,46865.0,Self-Employed,773.0,2,13984.0,0.8,1,4,Tier 3,0.29838899,1,Excellent,Medium,Senior,99398
44,71420.0,Self-Employed,793.0,2,38493.0,0.63,1,1,Tier 1,0.538966676,1,Excellent,Medium,Adult,136731
44,40075.0,Salaried,720.0,1,13698.0,0.64,1,4,Tier 1,0.341809108,1,Good,Medium,Adult,46213
29,130640.625,Self-Employed,708.0,3,64727.125,0.78,2,4,Tier 1,0.495459395,1,Good,High,Young,200015
32,34361.0,Salaried,802.0,2,8035.0,0.79,0,3,Tier 3,0.233840691,1,Excellent,Low,Adult,77004
39,66879.0,Salaried,654.0,3,26528.0,0.65,0,1,Tier 3,0.396656649,1,Fair,Medium,Adult,82809
32,33694.0,Self-Employed,624.0,1,11277.0,0.85,3,1,Tier 2,0.334688669,1,Fair,Low,Adult,39048
30,70077.0,Self-Employed,677.0,3,36888.0,0.73,3,4,Tier 3,0.526392397,1,Good,Medium,Adult,75400
51,37105.0,Self-Employed,628.0,1,17791.0,0.58,2,0,Tier 3,0.479477159,1,Fair,Low,Senior,38379
40,62158.0,Salaried,755.0,3,31235.0,0.92,0,5,Tier 2,0.502509733,0,Excellent,Medium,Adult,149088
35,102040.0,Self-Employed,608.0,0,42684.0,0.59,2,0,Tier 1,0.418306546,1,Fair,High,Adult,106431
31,90413.0,Self-Employed,779.0,0,43825.0,1.0,2,2,Tier 1,0.484720118,0,Excellent,High,Adult,203428
37,67330.0,Self-Employed,675.0,1,16737.0,0.79,0,1,Tier 3,0.248581613,1,Good,Medium,Adult,90587
26,56959.0,Salaried,744.0,0,13592.0,0.96,0,0,Tier 2,0.238627785,0,Excellent,Medium,Young,83580
26,91239.0,Self-Employed,633.0,2,56544.0,0.69,1,1,Tier 3,0.619734982,1,Fair,High,Young,108552
41,20497.0,Salaried,739.0,1,4357.0,0.98,1,5,Tier 1,0.212567693,0,Good,Low,Adult,28843
39,40447.0,Salaried,657.0,0,14074.0,0.86,1,2,Tier 2,0.34796153,1,Fair,Medium,Adult,53250
23,56689.0,Salaried,739.0,1,37646.0,0.78,0,1,Tier 3,0.664079451,1,Good,Medium,Young,75579
34,54517.0,Self-Employed,889.0,3,24405.0,1.0,0,2,Tier 2,0.447658529,0,Excellent,Medium,Adult,136291
21,84158.0,Salaried,800.0,0,28643.0,1.0,0,1,Tier 3,0.340347917,0,Excellent,High,Young,210393
45,23046.0,Salaried,851.0,1,5086.0,1.0,0,1,Tier 1,0.220689057,0,Excellent,Low,Adult,57615
37,69355.0,Salaried,874.0,2,17786.0,1.0,0,1,Tier 3,0.256448706,0,Excellent,Medium,Adult,173387
28,75229.0,Self-Employed,701.0,2,31846.0,0.9,0,1,Tier 1,0.423320794,0,Good,Medium,Young,106928
21,100150.0,Salaried,859.0,0,43116.0,0.93,0,5,Tier 2,0.430514229,0,Excellent,High,Young,241127
41,31170.0,Salaried,764.0,0,10754.0,1.0,0,2,Tier 3,0.345011229,0,Excellent,Low,Adult,77924
33,48317.0,Salaried,718.0,1,26652.0,0.8,0,2,Tier 2,0.551607095,1,Good,Medium,Adult,65319
32,31786.0,Salaried,727.0,2,10202.0,0.81,0,1,Tier 3,0.320958913,1,Good,Low,Adult,43050
48,47273.0,Salaried,756.0,0,18346.0,0.81,0,2,Tier 1,0.388086223,1,Excellent,Medium,Adult,106973
43,51965.0,Salaried,651.0,0,15991.0,0.71,2,1,Tier 2,0.307726354,1,Fair,Medium,Adult,58716
31,90349.0,Self-Employed,690.0,2,52623.0,0.77,0,3,Tier 1,0.582441422,1,Good,High,Adult,119722
27,54053.0,Salaried,739.0,0,17133.0,0.89,0,1,Tier 3,0.316966681,1,Good,Medium,Young,76439
35,30518.0,Salaried,811.0,2,16153.0,0.93,1,1,Tier 2,0.529294187,0,Excellent,Low,Adult,69883
28,81329.0,Self-Employed,702.0,0,17007.0,0.92,0,0,Tier 3,0.2091136,0,Good,High,Young,116973
48,70960.0,Self-Employed,659.0,2,19520.0,0.74,1,0,Tier 1,0.275084555,1,Fair,Medium,Adult,87338
41,52509.0,Salaried,664.0,1,36482.0,0.85,0,0,Tier 2,0.694776134,1,Fair,Medium,Adult,72746
41,75113.0,Self-Employed,735.0,2,33843.0,0.76,1,0,Tier 1,0.450561155,1,Good,Medium,Adult,93234
36,37374.0,Salaried,767.0,2,20541.0,0.75,1,1,Tier 2,0.549606678,1,Excellent,Low,Adult,76869
45,30187.0,Salaried,640.0,2,13317.0,0.62,1,1,Tier 3,0.441150164,1,Fair,Low,Adult,34502
39,67260.0,Self-Employed,601.0,0,26908.0,0.6,0,1,Tier 2,0.400059471,1,Fair,Medium,Adult,80715
34,56217.0,Salaried,728.0,2,14055.0,0.74,1,3,Tier 2,0.250013341,1,Good,Medium,Adult,69337
22,56531.0,Self-Employed,720.0,0,22807.0,0.82,4,0,Tier 3,0.403442359,1,Good,Medium,Young,60118
49,63525.0,Salaried,717.0,0,23172.0,0.9,0,2,Tier 3,0.364769776,0,Good,Medium,Adult,90291
33,95521.0,Self-Employed,527.0,3,33851.0,0.59,2,4,Tier 1,0.354382806,1,Poor,High,Adult,99694
29,90990.0,Self-Employed,783.0,0,22026.0,0.83,0,1,Tier 2,0.242070557,1,Excellent,High,Young,208454
40,56398.0,Salaried,802.0,1,24210.0,0.8,0,3,Tier 1,0.429270542,1,Excellent,Medium,Adult,126618
38,32049.0,Salaried,584.0,3,14157.0,0.58,0,2,Tier 2,0.441729851,1,Fair,Low,Adult,37965
54,42350.0,Salaried,842.0,0,11097.0,1.0,1,2,Tier 2,0.262030697,0,Excellent,Medium,Senior,100580
43,41471.0,Salaried,615.0,1,26642.0,0.6,1,1,Tier 2,0.642424827,1,Fair,Medium,Adult,46572
36,57507.0,Self-Employed,626.0,3,18346.0,0.71,1,4,Tier 1,0.319022032,1,Fair,Medium,Adult,69601
48,54035.0,Self-Employed,750.0,0,16985.0,0.82,1,2,Tier 1,0.314333302,1,Excellent,Medium,Adult,69556
31,118257.0,Self-Employed,702.0,3,64727.125,0.93,0,2,Tier 3,0.547342863,0,Good,High,Adult,171396
37,57299.0,Salaried,881.0,0,14293.0,1.0,0,4,Tier 3,0.249445889,0,Excellent,Medium,Adult,143248
33,57138.0,Self-Employed,529.0,3,17988.0,0.67,1,0,Tier 3,0.314816759,1,Poor,Medium,Adult,67214
44,110447.0,Self-Employed,640.0,1,64727.125,0.78,1,1,Tier 1,0.586046927,1,Fair,High,Adult,138831
25,47136.0,Self-Employed,767.0,1,28868.0,0.72,0,3,Tier 2,0.612440597,1,Excellent,Medium,Young,101120
47,59832.0,Salaried,737.0,3,35424.0,0.76,0,3,Tier 2,0.592057762,1,Good,Medium,Adult,78934
40,58744.0,Self-Employed,692.0,3,16312.0,0.8,0,3,Tier 1,0.277679423,1,Good,Medium,Adult,79505
31,50849.0,Salaried,753.0,0,27942.0,0.84,0,0,Tier 3,0.549509332,1,Excellent,Medium,Adult,116844
21,71724.0,Self-Employed,734.0,0,21420.0,0.8,2,1,Tier 3,0.298644805,1,Good,Medium,Young,85833
38,124572.0,Self-Employed,797.0,3,64727.125,0.86,0,0,Tier 3,0.519596097,1,Excellent,High,Adult,289189
26,83635.0,Self-Employed,658.0,1,34937.0,0.81,1,3,Tier 2,0.417731811,1,Fair,High,Young,107476
26,32955.0,Self-Employed,796.0,0,16243.0,0.93,0,4,Tier 1,0.492884236,0,Excellent,Low,Young,79604
21,26614.0,Salaried,763.0,3,6535.0,0.84,0,2,Tier 1,0.245547456,1,Excellent,Low,Young,61068
48,16900.0,Salaried,713.0,3,4800.0,0.82,0,4,Tier 1,0.284023669,1,Good,Low,Adult,23067
38,46286.0,Salaried,594.0,0,30455.0,0.52,0,3,Tier 3,0.657974333,1,Fair,Medium,Adult,52905
35,78357.0,Salaried,641.0,1,52136.0,0.67,0,2,Tier 1,0.665364932,1,Fair,Medium,Adult,98113
25,78974.0,Self-Employed,768.0,0,53346.0,1.0,1,0,Tier 1,0.675488135,0,Excellent,Medium,Young,187562
36,112087.0,Self-Employed,692.0,3,62504.0,0.76,1,1,Tier 2,0.557638263,1,Good,High,Adult,139636
40,63943.0,Salaried,634.0,2,20588.0,0.56,0,3,Tier 1,0.321974258,1,Fair,Medium,Adult,74704
25,58772.0,Salaried,813.0,0,36571.0,0.81,2,2,Tier 3,0.622252093,1,Excellent,Medium,Young,118316
44,44806.0,Salaried,839.0,2,28182.0,1.0,1,1,Tier 2,0.628978262,0,Excellent,Medium,Adult,106413
30,70903.0,Salaried,882.0,3,47018.0,0.87,1,2,Tier 2,0.66313132,1,Excellent,Medium,Adult,157069
25,63125.0,Self-Employed,869.0,2,31935.0,1.0,1,2,Tier 3,0.50590099,0,Excellent,Medium,Young,149922
44,15000.0,Salaried,879.0,0,6775.0,0.87,0,0,Tier 1,0.451666667,1,Excellent,Low,Adult,35109
41,30430.0,Salaried,686.0,2,6096.0,0.9,0,0,Tier 3,0.200328623,0,Good,Low,Adult,43273
47,71028.0,Self-Employed,585.0,2,15289.0,0.6,1,4,Tier 2,0.21525314,1,Fair,Medium,Adult,80069
53,53703.0,Salaried,603.0,3,30536.0,0.62,4,0,Tier 3,0.56860883,1,Fair,Medium,Senior,49125
28,46228.0,Salaried,713.0,1,16395.0,0.72,2,2,Tier 3,0.354655187,1,Good,Medium,Young,52549
26,33634.0,Salaried,703.0,2,15115.0,0.73,0,3,Tier 1,0.449396444,1,Good,Low,Young,43610
39,62337.0,Salaried,804.0,0,41026.0,0.89,0,1,Tier 2,0.658132409,1,Excellent,Medium,Adult,147067
44,27185.0,Salaried,718.0,1,18961.0,0.76,2,3,Tier 1,0.697480228,1,Good,Low,Adult,31745
29,38432.0,Salaried,890.0,2,13552.0,0.92,0,1,Tier 2,0.352622814,0,Excellent,Low,Young,92273
57,92509.0,Self-Employed,613.0,3,59194.0,0.69,2,4,Tier 1,0.639872877,1,Fair,High,Senior,103554
32,120655.0,Self-Employed,709.0,1,53230.0,0.73,4,3,Tier 3,0.441175252,1,Good,High,Adult,119934
27,118411.0,Self-Employed,827.0,3,64727.125,1.0,0,2,Tier 1,0.546631014,0,Excellent,High,Young,296026
42,35158.0,Salaried,731.0,0,10108.0,0.84,2,3,Tier 2,0.287502133,1,Good,Low,Adult,43164
24,89109.0,Self-Employed,691.0,0,25027.0,0.8,0,4,Tier 2,0.280858275,1,Good,High,Young,120055
27,38096.0,Salaried,835.0,1,21359.0,0.97,0,3,Tier 1,0.560662537,0,Excellent,Low,Young,93907
37,47034.0,Salaried,757.0,0,24736.0,0.83,0,2,Tier 2,0.525917421,1,Excellent,Medium,Adult,107575
29,73368.0,Salaried,770.0,0,26614.0,0.81,0,1,Tier 3,0.362746702,1,Excellent,Medium,Young,166172
32,65020.0,Self-Employed,751.0,1,31823.0,0.83,1,1,Tier 3,0.48943402,1,Excellent,Medium,Adult,140564
24,77419.0,Salaried,527.0,0,26304.0,0.58,1,3,Tier 2,0.339761557,1,Poor,Medium,Young,85871
37,69310.0,Self-Employed,808.0,2,23736.0,0.72,0,3,Tier 1,0.342461405,1,Excellent,Medium,Adult,149321
48,64886.0,Salaried,804.0,2,37039.0,0.87,0,3,Tier 1,0.570831921,1,Excellent,Medium,Adult,151816
46,52407.0,Self-Employed,703.0,2,18117.0,0.8,1,0,Tier 2,0.345698094,1,Good,Medium,Adult,66857
25,56402.0,Self-Employed,857.0,3,29759.0,0.82,1,2,Tier 3,0.527623134,1,Excellent,Medium,Young,121574
36,58517.0,Self-Employed,636.0,2,17819.0,0.74,2,2,Tier 2,0.304509801,1,Fair,Medium,Adult,67504
22,62535.0,Self-Employed,858.0,3,28741.0,1.0,1,1,Tier 2,0.459598625,0,Excellent,Medium,Young,148519
21,27695.0,Salaried,717.0,3,16890.0,0.85,0,0,Tier 2,0.609857375,1,Good,Low,Young,38428
42,71511.0,Salaried,654.0,1,43054.0,0.71,1,2,Tier 2,0.602061221,1,Fair,Medium,Adult,86188
40,59400.0,Salaried,721.0,0,17546.0,0.75,0,0,Tier 3,0.295387205,1,Good,Medium,Adult,78183
35,42560.0,Salaried,606.0,3,29195.0,0.85,2,0,Tier 3,0.685972744,1,Fair,Medium,Adult,52646
34,35115.0,Salaried,833.0,2,12793.0,1.0,0,0,Tier 3,0.364317243,0,Excellent,Low,Adult,87786
40,79495.0,Self-Employed,654.0,2,46088.0,0.77,2,1,Tier 2,0.579759733,1,Fair,Medium,Adult,93564
38,68467.0,Salaried,756.0,3,22265.0,0.87,0,2,Tier 3,0.325193159,1,Excellent,Medium,Adult,160011
28,29408.0,Salaried,615.0,2,20454.0,0.66,0,1,Tier 1,0.695525027,1,Fair,Low,Young,36667
49,31169.0,Salaried,598.0,3,13996.0,0.81,3,0,Tier 3,0.449035901,1,Fair,Low,Adult,35361
